ledger_id,artifact_path,record_id,metric_or_term,source_ids,upstream_ids,classification,review_status,cutoff_status,notes
P7L-00327,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0144,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0009;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00328,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0145,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0012;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00329,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0146,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0015;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00330,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0147,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0018;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00331,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0148,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0021;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00332,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0149,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0024;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00333,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0150,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0027;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00334,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0151,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0030;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00335,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0152,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0033;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00336,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0153,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0036;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00337,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0154,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0039;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00338,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0155,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0042;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00339,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0156,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0045;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00340,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0157,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0048;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00341,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0158,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0051;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00342,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0159,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0054;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00343,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0160,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-MODERATE_PHASE7_COVENANT_NO_WAIVER-P-0057;MODERATE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00344,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0161,record,SRC-001;SRC-002;SRC-003,STR-008;;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00345,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0162,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0003;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00346,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0163,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0006;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00347,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0164,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0009;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00348,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0165,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0012;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00349,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0166,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0015;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00350,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0167,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0018;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00351,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0168,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0021;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00352,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0169,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0024;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00353,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0170,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0027;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00354,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0171,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0030;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00355,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0172,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0033;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00356,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0173,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0036;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00357,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0174,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0039;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00358,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0175,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0042;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00359,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0176,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0045;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00360,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0177,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0048;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00361,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0178,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0051;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00362,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0179,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0054;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00363,data/phase7/processed/COVENANT_TEST_RESULTS.csv,P7CT-0180,record,SRC-001;SRC-002;SRC-003,STR-008;P6M-SEVERE_PHASE7_COVENANT_NO_WAIVER-P-0057;SEVERE_PHASE7_COVENANT_NO_WAIVER,proposed_covenant_test_not_official_compliance,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00364,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00001,record,SRC-001;SRC-002;SRC-003,P7CT-0001,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00365,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00002,record,SRC-001;SRC-002;SRC-003,P7CT-0001,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00366,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00003,record,SRC-001;SRC-002;SRC-003,P7CT-0001,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00367,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00004,record,SRC-001;SRC-002;SRC-003,P7CT-0001,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00368,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00005,record,SRC-001;SRC-002;SRC-003,P7CT-0002,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00369,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00006,record,SRC-001;SRC-002;SRC-003,P7CT-0002,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00370,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00007,record,SRC-001;SRC-002;SRC-003,P7CT-0002,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00371,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00008,record,SRC-001;SRC-002;SRC-003,P7CT-0002,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00372,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00009,record,SRC-001;SRC-002;SRC-003,P7CT-0003,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00373,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00010,record,SRC-001;SRC-002;SRC-003,P7CT-0003,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00374,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00011,record,SRC-001;SRC-002;SRC-003,P7CT-0003,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00375,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00012,record,SRC-001;SRC-002;SRC-003,P7CT-0003,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00376,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00013,record,SRC-001;SRC-002;SRC-003,P7CT-0004,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00377,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00014,record,SRC-001;SRC-002;SRC-003,P7CT-0004,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00378,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00015,record,SRC-001;SRC-002;SRC-003,P7CT-0004,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00379,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00016,record,SRC-001;SRC-002;SRC-003,P7CT-0004,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00380,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00017,record,SRC-001;SRC-002;SRC-003,P7CT-0005,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00381,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00018,record,SRC-001;SRC-002;SRC-003,P7CT-0005,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00382,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00019,record,SRC-001;SRC-002;SRC-003,P7CT-0005,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00383,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00020,record,SRC-001;SRC-002;SRC-003,P7CT-0005,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00384,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00021,record,SRC-001;SRC-002;SRC-003,P7CT-0006,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00385,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00022,record,SRC-001;SRC-002;SRC-003,P7CT-0006,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00386,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00023,record,SRC-001;SRC-002;SRC-003,P7CT-0006,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00387,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00024,record,SRC-001;SRC-002;SRC-003,P7CT-0006,analyst_warning,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00388,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00025,record,SRC-001;SRC-002;SRC-003,P7CT-0007,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
P7L-00389,data/phase7/processed/COVENANT_HEADROOM.csv,P7H-00026,record,SRC-001;SRC-002;SRC-003,P7CT-0007,proposed_contractual,owner_reviewed,within_cutoff,"No new evidence source. Trace source IDs through the approved Phase 1-6 ledgers. Owner review is workflow and underwriting-judgment metadata, not an observed borrower fact or post-cutoff analytical evidence; stated conditions remain open."
