metric_id,fiscal_year,metric_name,numerator,denominator,value,display_value,units,status,failure_flag,source_ids,input_ids,calculation,comparability_note,notes
S2M-0125,FY2025,cfo_to_provisional_lender_normalized_ebitda,164.897,225.344,73.1756780744106787844362397,73.1756780744106787844362397,percent,calculated,,,,CFO / provisional_lender_normalized EBITDA,first_full_post_tyman_year_with_integration_effects,
S2M-0126,FY2025,fcf_to_provisional_lender_normalized_ebitda,102.255,225.344,45.37728983243396762283442204,45.37728983243396762283442204,percent,calculated,,,,FCF / provisional_lender_normalized EBITDA,first_full_post_tyman_year_with_integration_effects,
S2M-0127,FY2025,cfo_to_gross_funded_debt,164.897,703.869,23.42722864623957014728592963,23.42722864623957014728592963,percent,calculated,,,,CFO / gross funded principal,first_full_post_tyman_year_with_integration_effects,
S2M-0128,FY2025,fcf_to_gross_funded_debt,102.255,703.869,14.52756123653691240841690712,14.52756123653691240841690712,percent,calculated,,,,FCF / gross funded principal,first_full_post_tyman_year_with_integration_effects,
S2M-0129,FY2025,gross_funded_debt_to_unadjusted_ebitda,703.869,-90.508,,N/M,turns,not_meaningful,NONPOSITIVE_EBITDA,,,gross funded principal / unadjusted EBITDA,first_full_post_tyman_year_with_integration_effects,Negative or zero EBITDA makes leverage or coverage not meaningful.
S2M-0130,FY2025,gross_funded_debt_to_company_adjusted_ebitda,703.869,242.89,2.897892049899131294001399811,2.897892049899131294001399811,turns,calculated,,,,gross funded principal / company_adjusted EBITDA,first_full_post_tyman_year_with_integration_effects,
S2M-0131,FY2025,gross_funded_debt_to_provisional_lender_normalized_ebitda,703.869,225.344,3.12353113462084635046861687,3.12353113462084635046861687,turns,calculated,,,,gross funded principal / provisional_lender_normalized EBITDA,first_full_post_tyman_year_with_integration_effects,
S2M-0132,FY2025,net_debt_book_cash_comparable,627.851,,627.851,627.851,USD_millions,calculated,,,,gross funded principal - book cash,first_full_post_tyman_year_with_integration_effects,Not contractual net debt; book cash may be inaccessible or ineligible.
S2M-0133,FY2025,net_debt_book_cash_to_provisional_lender_ebitda,627.851,225.344,2.786189115308151093439363817,2.786189115308151093439363817,turns,calculated,,,,(gross funded principal - book cash) / provisional lender EBITDA,first_full_post_tyman_year_with_integration_effects,Not the credit-agreement numerator; eligible cash is not public.
S2M-0134,FY2025,provisional_lender_ebitda_to_interest_expense_proxy,225.344,55.812,4.037554647746004443488855443,4.037554647746004443488855443,turns,calculated,,,,provisional lender EBITDA / GAAP interest expense,first_full_post_tyman_year_with_integration_effects,Proxy only; contractual paid-or-payable and closing-LTM cash interest are unavailable. The separately disclosed historical cash-paid amount is presented in its own diagnostic.
S2M-0135,FY2025,ebitda_to_cash_interest,225.344,,,N/D,turns,not_determinable,MISSING_CASH_INTEREST,,,EBITDA / contractual cash interest paid or payable,first_full_post_tyman_year_with_integration_effects,Contractual paid-or-payable and closing-LTM cash interest remain unavailable; the separately disclosed historical cash-paid amount is not substituted for this measure.
S2M-0136,FY2025,current_ratio,573.775,281.545,2.037951304409597044877373066,2.037951304409597044877373066,turns,calculated,,,,current assets / current liabilities,first_full_post_tyman_year_with_integration_effects,
S2M-0137,FY2025,quick_ratio,281.402,281.545,0.9994920882984957999609298691,0.9994920882984957999609298691,turns,calculated,,,,(cash and cash equivalents + accounts receivable) / current liabilities,first_full_post_tyman_year_with_integration_effects,"Restricted cash, inventory, tax receivables, and prepaids are excluded."
S2M-0138,FY2025,days_sales_outstanding,73560.8225,1837.641,40.03002898825178584935795403,40.03002898825178584935795403,days,calculated,,,,average accounts receivable / revenue * actual fiscal days,first_full_post_tyman_year_with_integration_effects,FY2024-FY2025 averages are acquisition-distorted.
S2M-0139,FY2025,days_inventory_outstanding,96665.14,1338.413,72.22370075604465886090466844,72.22370075604465886090466844,days,calculated,,,,average inventory / cost of sales excluding D&A * actual fiscal days,first_full_post_tyman_year_with_integration_effects,"Cost of sales, not revenue, is used; FY2024-FY2025 averages are acquisition-distorted."
S2M-0140,FY2025,days_payables_outstanding,131.307,,,N/D,days,not_determinable,MISSING_PURCHASES_DENOMINATOR,,,average accounts payable / purchases * actual fiscal days,first_full_post_tyman_year_with_integration_effects,Purchases are not in the approved evidence; revenue or cost of sales is not substituted.
S2M-0141,FY2021,historical_lender_ebitda_to_disclosed_cash_interest_paid,124.602,,,N/D,turns,not_determinable,MISSING_INPUT,,S2B-0010;S2S-0396,lender-normalized EBITDA / disclosed historical cash interest paid,pre_tyman,"Historical cash-paid diagnostic only; not contractual interest paid or payable, closing-LTM coverage, or certified covenant compliance."
S2M-0142,FY2022,historical_lender_ebitda_to_disclosed_cash_interest_paid,151.39,,,N/D,turns,not_determinable,MISSING_INPUT,,S2B-0022;S2S-0397,lender-normalized EBITDA / disclosed historical cash interest paid,pre_tyman,"Historical cash-paid diagnostic only; not contractual interest paid or payable, closing-LTM coverage, or certified covenant compliance."
S2M-0143,FY2023,historical_lender_ebitda_to_disclosed_cash_interest_paid,153.567,5.737,26.76782290395677183196792749,26.76782290395677183196792749,turns,calculated,,SRC-001,S2B-0034;S2S-0398,lender-normalized EBITDA / disclosed historical cash interest paid,pre_tyman_includes_lmi_from_2022_11_01,"Historical cash-paid diagnostic only; not contractual interest paid or payable, closing-LTM coverage, or certified covenant compliance."
S2M-0144,FY2024,historical_lender_ebitda_to_disclosed_cash_interest_paid,179.358,10.91,16.43978001833180568285976169,16.43978001833180568285976169,turns,calculated,,SRC-001,S2B-0058;S2S-0399,lender-normalized EBITDA / disclosed historical cash interest paid,mixed_perimeter_includes_three_months_tyman,"Historical cash-paid diagnostic only; not contractual interest paid or payable, closing-LTM coverage, or certified covenant compliance."
S2M-0145,FY2025,historical_lender_ebitda_to_disclosed_cash_interest_paid,225.344,52.63,4.281664449933498004940148204,4.281664449933498004940148204,turns,calculated,,SRC-001,S2B-0099;S2S-0400,lender-normalized EBITDA / disclosed historical cash interest paid,first_full_post_tyman_year_with_integration_effects,"Historical cash-paid diagnostic only; not contractual interest paid or payable, closing-LTM coverage, or certified covenant compliance."
