metric_id,category,metric_name,scenario_or_period,value,units,display_value,classification,source_path,source_ids,review_status,measurement_horizon,measurement_basis,limitations
P10M-091,scenario_event,first_breach,SEVERE_UNMITIGATED,2026-10-31,date_or_status,2026-10-31,approved_prior_phase_model_output,data/phase7/processed/COVENANT_SUMMARY.csv,P7CS-003,approved_upstream,2026-02-01 through 2031-01-31,first_event_date_over_forecast,"N/D means no event in the selected modeled path or insufficient opening evidence, as applicable."
P10M-092,scenario_event,first_liquidity_shortfall,SEVERE_UNMITIGATED,2027-01-31,date_or_status,2027-01-31,approved_prior_phase_model_output,data/phase7/processed/COVENANT_SUMMARY.csv,P7CS-003,approved_upstream,2026-02-01 through 2031-01-31,first_event_date_over_forecast,"N/D means no event in the selected modeled path or insufficient opening evidence, as applicable."
P10M-093,scenario_event,first_mandatory_payment_failure,SEVERE_UNMITIGATED,2027-12-31,date_or_status,2027-12-31,approved_prior_phase_model_output,data/phase7/processed/COVENANT_SUMMARY.csv,P7CS-003,approved_upstream,2026-02-01 through 2031-01-31,first_event_date_over_forecast,"N/D means no event in the selected modeled path or insufficient opening evidence, as applicable."
P10M-094,scenario,fy2026_post_closing_nine_month_lender_ebitda,SEVERE_MITIGATED,115.88908268321995,USD_millions,$115.889m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-02-01 through 2026-10-31,post_closing_nine_month_period,FY2026 post-closing nine-month EBITDA covers Q2-Q4 only; it is not an annual figure. Pre-closing Q1 is excluded from this metric.
P10M-095,scenario,modeled_operating_cash,SEVERE_MITIGATED,480.3773231552774,USD_millions,$480.377m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-02-01 through 2031-01-31,cumulative_model_period,Scenario output; no refinancing proceeds assumed.
P10M-096,scenario,cfads,SEVERE_MITIGATED,467.1005820300107,USD_millions,$467.101m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-02-01 through 2031-01-31,cumulative_model_period,Scenario output; no refinancing proceeds assumed.
P10M-097,scenario,cash_interest,SEVERE_MITIGATED,284.08130198623627,USD_millions,$284.081m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-02-01 through 2031-01-31,cumulative_model_period,Scenario output; no refinancing proceeds assumed.
P10M-098,scenario,scheduled_principal,SEVERE_MITIGATED,234.53778523283307,USD_millions,$234.538m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-02-01 through 2031-01-31,cumulative_model_period,Scenario output; no refinancing proceeds assumed.
P10M-099,scenario,ecf_sweep_realized,SEVERE_MITIGATED,0.0,USD_millions,$0.000m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-02-01 through 2031-01-31,cumulative_model_period,Scenario output; no refinancing proceeds assumed.
P10M-100,scenario,all_in_minimum_liquidity,SEVERE_MITIGATED,0.0,USD_millions,$0.000m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-01-31 opening plus 2026-02-01 through 2031-01-31 forecast,minimum_over_forecast,Scenario output; no refinancing proceeds assumed.
P10M-101,scenario,maximum_quarterly_test_leverage,SEVERE_MITIGATED,6.952855624180313,turns,6.9529x,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-01-31 opening plus 2026-02-01 through 2031-01-31 forecast,maximum_over_forecast,Scenario output; no refinancing proceeds assumed.
P10M-102,scenario,minimum_cash_interest_coverage,SEVERE_MITIGATED,1.8008080476466515,turns,1.8008x,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-01-31 opening plus 2026-02-01 through 2031-01-31 forecast,minimum_over_forecast,Scenario output; no refinancing proceeds assumed.
P10M-103,scenario,common_horizon_ending_funded_debt,SEVERE_MITIGATED,714.0725925352743,USD_millions,$714.073m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2029-07-31,point_in_time_total_funded_debt,Scenario output; no refinancing proceeds assumed.
P10M-104,scenario,unsupported_maturity_gap,SEVERE_MITIGATED,554.7181887062255,USD_millions,$554.718m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2031-01-31,point_in_time_bank_debt_maturity_gap,Scenario output; no refinancing proceeds assumed.
P10M-105,scenario,unpaid_obligations,SEVERE_MITIGATED,3.6418420742747473,USD_millions,$3.642m,approved_prior_phase_model_output,data/phase8/processed/SCENARIO_CAPTURE_RESULTS.csv,P8C-005,approved_upstream,2026-02-01 through 2031-01-31,cumulative_model_period,Scenario output; no refinancing proceeds assumed.
P10M-106,scenario_event,first_warning,SEVERE_MITIGATED,2026-04-30,date_or_status,2026-04-30,approved_prior_phase_model_output,data/phase7/processed/COVENANT_SUMMARY.csv,P7CS-005,approved_upstream,2026-02-01 through 2031-01-31,first_event_date_over_forecast,"N/D means no event in the selected modeled path or insufficient opening evidence, as applicable."
P10M-107,scenario_event,first_breach,SEVERE_MITIGATED,2026-10-31,date_or_status,2026-10-31,approved_prior_phase_model_output,data/phase7/processed/COVENANT_SUMMARY.csv,P7CS-005,approved_upstream,2026-02-01 through 2031-01-31,first_event_date_over_forecast,"N/D means no event in the selected modeled path or insufficient opening evidence, as applicable."
P10M-108,scenario_event,first_liquidity_shortfall,SEVERE_MITIGATED,2027-01-31,date_or_status,2027-01-31,approved_prior_phase_model_output,data/phase7/processed/COVENANT_SUMMARY.csv,P7CS-005,approved_upstream,2026-02-01 through 2031-01-31,first_event_date_over_forecast,"N/D means no event in the selected modeled path or insufficient opening evidence, as applicable."
P10M-109,scenario_event,first_mandatory_payment_failure,SEVERE_MITIGATED,2028-01-31,date_or_status,2028-01-31,approved_prior_phase_model_output,data/phase7/processed/COVENANT_SUMMARY.csv,P7CS-005,approved_upstream,2026-02-01 through 2031-01-31,first_event_date_over_forecast,"N/D means no event in the selected modeled path or insufficient opening evidence, as applicable."
P10M-110,maturity,unsupported_maturity_gap,STR-001,432.7492812067100176549274129,USD_millions,$432.749m,approved_prior_phase_model_output,data/phase7/processed/ULTIMATE_MATURITY_COMPARISON.csv,P7UM-001,owner_reviewed_upstream,2029-08-01,point_in_time_bank_debt_maturity_gap,Bank-debt maturity gap at 2029-08-01; horizons differ and are not directly comparable.
P10M-111,maturity,unsupported_maturity_gap,STR-003,340.9478312215931607465924833,USD_millions,$340.948m,approved_prior_phase_model_output,data/phase7/processed/ULTIMATE_MATURITY_COMPARISON.csv,P7UM-003,owner_reviewed_upstream,2031-01-31,point_in_time_bank_debt_maturity_gap,Bank-debt maturity gap at 2031-01-31; horizons differ and are not directly comparable.
P10M-112,maturity,unsupported_maturity_gap,STR-008,324.7797051201478216612402904,USD_millions,$324.780m,approved_prior_phase_model_output,data/phase7/processed/ULTIMATE_MATURITY_COMPARISON.csv,P7UM-008,owner_reviewed_upstream,2031-01-31,point_in_time_bank_debt_maturity_gap,Bank-debt maturity gap at 2031-01-31; horizons differ and are not directly comparable.
P10M-113,maturity,common_horizon_total_funded_debt,existing,495.3682812067100176549274129,USD_millions,$495.368m,approved_prior_phase_model_output,data/phase7/processed/COMMON_HORIZON_COMPARISON.csv,P7CH-001,owner_reviewed_upstream,2029-07-31,point_in_time_total_funded_debt,Total funded debt at the uniform common horizon; not a bank-debt maturity gap.
P10M-114,maturity,common_horizon_total_funded_debt,reference,507.9536592508711071826688285,USD_millions,$507.954m,approved_prior_phase_model_output,data/phase7/processed/COMMON_HORIZON_COMPARISON.csv,P7CH-003,owner_reviewed_upstream,2029-07-31,point_in_time_total_funded_debt,Total funded debt at the uniform common horizon; not a bank-debt maturity gap.
P10M-115,maturity,common_horizon_total_funded_debt,selected,514.753707786180339509466437,USD_millions,$514.754m,approved_prior_phase_model_output,data/phase7/processed/COMMON_HORIZON_COMPARISON.csv,P7CH-008,owner_reviewed_upstream,2029-07-31,point_in_time_total_funded_debt,Total funded debt at the uniform common horizon; not a bank-debt maturity gap.
P10M-116,maturity,selected_common_horizon_ending_debt,2029-07-31,514.753707786180339509466437,USD_millions,$514.754m,approved_prior_phase_model_output,data/phase7/processed/COMMON_HORIZON_COMPARISON.csv,P7CH-008,owner_reviewed_upstream,2029-07-31,point_in_time_total_funded_debt,Total funded debt at the uniform common horizon; not a bank-debt maturity gap.
P10M-117,maturity,selected_minus_existing_common_horizon_debt,2029-07-31,19.3854265794703218545390241,USD_millions,$19.385m,approved_prior_phase_calculation,data/phase7/processed/COMMON_HORIZON_COMPARISON.csv,P7CH-008;P7CH-001,owner_reviewed,2029-07-31,point_in_time_total_funded_debt_difference,Selected less existing total funded debt at the same date.
P10M-118,maturity,selected_minus_reference_common_horizon_debt,2029-07-31,6.8000485353092323267976085,USD_millions,$6.800m,approved_prior_phase_calculation,data/phase7/processed/COMMON_HORIZON_COMPARISON.csv,P7CH-008;P7CH-003,owner_reviewed,2029-07-31,point_in_time_total_funded_debt_difference,Selected less reference total funded debt at the same date.
P10M-119,risk,borrower_risk_grade,project_specific,Elevated,status,Elevated,owner_reviewed_project_judgment,data/phase9/processed/BORROWER_RISK_ASSESSMENT.csv,P9RA-001,owner_reviewed,committee_date_2025-12-15,qualitative_project_assessment,"Project-specific qualitative assessment only; not a bank grade, agency rating, calibrated probability of default, or official borrower classification."
P10M-120,recovery,going_concern_proceeds,Low,289.3418855316784514176533193,USD_millions,$289.342m,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-GC-1,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-121,recovery,going_concern_recovery,Low,34.00616047534433657205829386,percent,34.0%,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-GC-1,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-122,recovery,going_concern_proceeds,Base,406.6621807089046018902044257,USD_millions,$406.662m,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-GC-2,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-123,recovery,going_concern_recovery,Base,47.79473718790853927233658535,percent,47.8%,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-GC-2,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-124,recovery,going_concern_proceeds,High,523.9824758861307523627555322,USD_millions,$523.982m,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-GC-3,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-125,recovery,going_concern_recovery,High,61.58331390047274197261487685,percent,61.6%,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-GC-3,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-126,recovery,asset_realization_proceeds,Low,137.84041,USD_millions,$137.840m,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-AR-1,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-127,recovery,asset_realization_recovery,Low,16.20029223848428289046280952,percent,16.2%,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-AR-1,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-128,recovery,asset_realization_proceeds,Base,285.9269,USD_millions,$285.927m,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-AR-2,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-129,recovery,asset_realization_recovery,Base,33.60479948401105093631882472,percent,33.6%,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-AR-2,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-130,recovery,asset_realization_proceeds,High,425.28457,USD_millions,$425.285m,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-AR-3,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-131,recovery,asset_realization_recovery,High,49.98341428698685458661094411,percent,50.0%,illustrative_sensitivity_only,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-AR-3,owner_reviewed_upstream,,,"Assumes value and allocation mechanics solely for sensitivity. The $62.619m deduction does not establish legal seniority. Full consolidated asset access is a ceiling case, not expected lender access. Official facility recovery remains N/D."
P10M-132,recovery,illustrative_facility_claim,2027-12-31,850.8513795359564447978113096,USD_millions,$850.851m,approved_prior_phase_model_output,data/phase9/processed/RECOVERY_CASE_REGISTER.csv,P9C-GC-1,owner_reviewed_upstream,,,"Includes modeled term, revolver, and unpaid cash interest at the severe first-payment-failure date."
P10M-133,recovery,official_facility_recovery,public_information,N/D,status,N/D,not_determinable,data/phase9/processed/FACILITY_RECOVERY_ASSESSMENT.csv,P9FRA-001,owner_reviewed_upstream,,,"Missing guarantor, collateral, priority, access, appraisal, and claims evidence."
P10M-134,opening_debt,opening_bank_debt,existing_actual,641.25,USD_millions,$641.250m,reported_historical_reference,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002,owner_reviewed_upstream,2025-10-31,historical_actual_point_in_time,"Historical reference point; not compared directly with projected January 31, 2026 alternatives."
P10M-135,opening_debt,retained_other_funded_debt,existing_actual,62.619,USD_millions,$62.619m,reported_historical_reference,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002,owner_reviewed_upstream,2025-10-31,historical_actual_point_in_time,"Historical reference point; not compared directly with projected January 31, 2026 alternatives."
P10M-136,opening_debt,opening_total_funded_debt,existing_actual,703.869,USD_millions,$703.869m,reported_historical_reference,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002,owner_reviewed_upstream,2025-10-31,historical_actual_point_in_time,"Historical reference point; not compared directly with projected January 31, 2026 alternatives."
P10M-137,opening_debt,opening_bank_debt,existing_projected,669.89771875,USD_millions,$669.898m,phase7_projected_closing_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002;SRC-003,owner_reviewed_upstream,2026-01-31,projected_closing_point_in_time,Applicable existing pricing tier and amendment economics remain not determinable; August 2029 maturity dependence remains.
P10M-138,opening_debt,retained_other_funded_debt,existing_projected,62.619,USD_millions,$62.619m,phase7_projected_closing_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002;SRC-003,owner_reviewed_upstream,2026-01-31,projected_closing_point_in_time,Applicable existing pricing tier and amendment economics remain not determinable; August 2029 maturity dependence remains.
P10M-139,opening_debt,opening_total_funded_debt,existing_projected,732.51671875,USD_millions,$732.517m,phase7_projected_closing_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002;SRC-003,owner_reviewed_upstream,2026-01-31,projected_closing_point_in_time,Applicable existing pricing tier and amendment economics remain not determinable; August 2029 maturity dependence remains.
P10M-140,opening_debt,opening_bank_debt,reference_projected,679.89771875,USD_millions,$679.898m,phase7_projected_closing_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002;SRC-003,owner_reviewed_upstream,2026-01-31,projected_closing_point_in_time,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved."
P10M-141,opening_debt,retained_other_funded_debt,reference_projected,62.619,USD_millions,$62.619m,phase7_projected_closing_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002;SRC-003,owner_reviewed_upstream,2026-01-31,projected_closing_point_in_time,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved."
P10M-142,opening_debt,opening_total_funded_debt,reference_projected,742.51671875,USD_millions,$742.517m,phase7_projected_closing_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002;SRC-003,owner_reviewed_upstream,2026-01-31,projected_closing_point_in_time,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved."
P10M-143,opening_debt,opening_bank_debt,selected_projected,664.89771875,USD_millions,$664.898m,phase7_projected_closing_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002;SRC-003,owner_reviewed_upstream,2026-01-31,projected_closing_point_in_time,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved."
P10M-144,opening_debt,retained_other_funded_debt,selected_projected,62.619,USD_millions,$62.619m,phase7_projected_closing_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002;SRC-003,owner_reviewed_upstream,2026-01-31,projected_closing_point_in_time,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved."
P10M-145,opening_debt,opening_total_funded_debt,selected_projected,727.51671875,USD_millions,$727.517m,phase7_projected_closing_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,SRC-001;SRC-002;SRC-003,owner_reviewed_upstream,2026-01-31,projected_closing_point_in_time,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved."
P10M-146,opening_debt,selected_minus_existing_projected_closing_debt,2026-01-31,-5.00000000,USD_millions,$-5.000m,owner_reviewed_calculation,data/phase8/processed/OPENING_DEBT_COMPARISON.csv,P8DC-003;P8DC-002,owner_reviewed,2026-01-31,same_date_projected_closing_difference,Selected is lower only because the conditional $15m non-debt source exceeds assumed $10m refinancing fees; no debt substitution is permitted.
P10M-147,historical,cash_interest_paid_disclosed,FY2024,10.91,USD_millions,$10.910m,approved_prior_phase_reported_fact,data/phase2/processed/historical_spread.csv,SRC-001,approved_upstream,FY2024,annual_fiscal_period_cash_paid,Historical cash paid from the original annual-report disclosure; already reflected in US-GAAP CFO and not a closing-LTM or contractual paid-or-payable denominator.
P10M-148,historical,historical_lender_ebitda_to_disclosed_cash_interest_paid,FY2024,16.43978001833180568285976169,turns,16.4398x,approved_prior_phase_calculation,data/phase2/processed/historical_credit_metrics.csv,SRC-001;S2B-0058;S2S-0399,approved_upstream,FY2024,annual_historical_cash_paid_diagnostic,"Historical cash-paid diagnostic only; not contractual interest paid or payable, closing-LTM coverage, or certified covenant compliance."
P10M-149,historical,cash_interest_paid_disclosed,FY2025,52.63,USD_millions,$52.630m,approved_prior_phase_reported_fact,data/phase2/processed/historical_spread.csv,SRC-001,approved_upstream,FY2025,annual_fiscal_period_cash_paid,Historical cash paid from the original annual-report disclosure; already reflected in US-GAAP CFO and not a closing-LTM or contractual paid-or-payable denominator.
P10M-150,historical,historical_lender_ebitda_to_disclosed_cash_interest_paid,FY2025,4.281664449933498004940148204,turns,4.2817x,approved_prior_phase_calculation,data/phase2/processed/historical_credit_metrics.csv,SRC-001;S2B-0099;S2S-0400,approved_upstream,FY2025,annual_historical_cash_paid_diagnostic,"Historical cash-paid diagnostic only; not contractual interest paid or payable, closing-LTM coverage, or certified covenant compliance."
