maturity_id,structure,case_id,amortization_case,fiscal_bucket,obligation_category,amount,units,measurement_basis,status,source_ids,owner_review_status,notes
MT-0092,proposed,CC-LOW,AMORT-15,FY2031_maturity_reporting_year,scheduled_term_principal_payments_during_period,24,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0093,proposed,CC-LOW,AMORT-15,FY2031_maturity_reporting_year,final_scheduled_term_installment_due_on_maturity_date,24,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0094,proposed,CC-LOW,AMORT-15,FY2031_maturity_reporting_year,post_installment_term_balloon,160,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0095,proposed,CC-LOW,AMORT-15,FY2031_maturity_reporting_year,total_term_principal_due_on_maturity_date,184,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0096,proposed,CC-LOW,AMORT-15,FY2031_maturity_reporting_year,revolver_principal_due_on_maturity_date,0,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0097,proposed,CC-LOW,AMORT-15,FY2031_maturity_reporting_year,total_funded_principal_due_on_maturity_date,184,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0098,proposed,CC-LOW,AMORT-15,FY2031_maturity_reporting_year,total_funded_principal_payments_during_period,184,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0099,proposed,CC-LOW,AMORT-15,FY2031_maturity_reporting_year,revolver_unchanged_through_maturity_assumption,0,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0100,proposed,CC-LOW,AMORT-15,FY2031_maturity_reporting_year,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0101,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,term_principal_outstanding_at_beginning_of_period,256,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0102,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,revolver_principal_outstanding_at_beginning_of_period,0,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0103,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,total_funded_principal_outstanding_at_beginning_of_period,256,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0104,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,scheduled_term_principal_payments_during_period,96,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0105,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,final_scheduled_term_installment_due_on_maturity_date,24,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0106,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,post_installment_term_balloon,160,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0107,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,total_term_principal_due_on_maturity_date,184,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0108,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,revolver_principal_due_on_maturity_date,0,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0109,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,total_funded_principal_due_on_maturity_date,184,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0110,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,total_funded_principal_payments_during_period,256,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0111,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,revolver_unchanged_through_maturity_assumption,0,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0112,proposed,CC-LOW,AMORT-15,FINAL_12M_TO_2031-01-31,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0113,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,term_principal_outstanding_at_beginning_of_period,495.625,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0114,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,revolver_principal_outstanding_at_beginning_of_period,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0115,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,total_funded_principal_outstanding_at_beginning_of_period,525.52271875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0116,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,scheduled_term_principal_payments_during_period,8.125,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0117,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,final_scheduled_term_installment_due_on_maturity_date,8.125,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0118,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,post_installment_term_balloon,487.5,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0119,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,total_term_principal_due_on_maturity_date,495.625,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0120,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,revolver_principal_due_on_maturity_date,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0121,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,total_funded_principal_due_on_maturity_date,525.52271875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0122,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,total_funded_principal_payments_during_period,525.52271875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0123,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,revolver_unchanged_through_maturity_assumption,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0124,proposed,CC-REF,AMORT-5,FY2031_maturity_reporting_year,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0125,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,term_principal_outstanding_at_beginning_of_period,520,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0126,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,revolver_principal_outstanding_at_beginning_of_period,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0127,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,total_funded_principal_outstanding_at_beginning_of_period,549.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0128,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,scheduled_term_principal_payments_during_period,32.5,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0129,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,final_scheduled_term_installment_due_on_maturity_date,8.125,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0130,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,post_installment_term_balloon,487.5,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0131,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,total_term_principal_due_on_maturity_date,495.625,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0132,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,revolver_principal_due_on_maturity_date,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0133,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,total_funded_principal_due_on_maturity_date,525.52271875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0134,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,total_funded_principal_payments_during_period,549.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0135,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,revolver_unchanged_through_maturity_assumption,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0136,proposed,CC-REF,AMORT-5,FINAL_12M_TO_2031-01-31,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0137,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,term_principal_outstanding_at_beginning_of_period,341.25,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0138,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,revolver_principal_outstanding_at_beginning_of_period,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0139,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,total_funded_principal_outstanding_at_beginning_of_period,371.14771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0140,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,scheduled_term_principal_payments_during_period,16.25,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0141,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,final_scheduled_term_installment_due_on_maturity_date,16.25,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0142,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,post_installment_term_balloon,325,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0143,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,total_term_principal_due_on_maturity_date,341.25,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0144,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,revolver_principal_due_on_maturity_date,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0145,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,total_funded_principal_due_on_maturity_date,371.14771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0146,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,total_funded_principal_payments_during_period,371.14771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0147,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,revolver_unchanged_through_maturity_assumption,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0148,proposed,CC-REF,AMORT-10,FY2031_maturity_reporting_year,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0149,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,term_principal_outstanding_at_beginning_of_period,390,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0150,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,revolver_principal_outstanding_at_beginning_of_period,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0151,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,total_funded_principal_outstanding_at_beginning_of_period,419.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0152,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,scheduled_term_principal_payments_during_period,65,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0153,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,final_scheduled_term_installment_due_on_maturity_date,16.25,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0154,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,post_installment_term_balloon,325,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0155,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,total_term_principal_due_on_maturity_date,341.25,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0156,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,revolver_principal_due_on_maturity_date,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0157,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,total_funded_principal_due_on_maturity_date,371.14771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0158,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,total_funded_principal_payments_during_period,419.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0159,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,revolver_unchanged_through_maturity_assumption,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0160,proposed,CC-REF,AMORT-10,FINAL_12M_TO_2031-01-31,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0161,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,term_principal_outstanding_at_beginning_of_period,186.875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0162,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,revolver_principal_outstanding_at_beginning_of_period,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0163,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,total_funded_principal_outstanding_at_beginning_of_period,216.77271875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0164,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,scheduled_term_principal_payments_during_period,24.375,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0165,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,final_scheduled_term_installment_due_on_maturity_date,24.375,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0166,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,post_installment_term_balloon,162.5,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0167,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,total_term_principal_due_on_maturity_date,186.875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0168,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,revolver_principal_due_on_maturity_date,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0169,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,total_funded_principal_due_on_maturity_date,216.77271875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0170,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,total_funded_principal_payments_during_period,216.77271875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0171,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,revolver_unchanged_through_maturity_assumption,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-11-01_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0172,proposed,CC-REF,AMORT-15,FY2031_maturity_reporting_year,retained_finance_leases_and_other_debt_maturities,,USD_millions,reported_undiscounted_contractual_payments_separate_from_funded_principal,not_determinable_from_annual_maturity_buckets,SRC-001,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0173,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,term_principal_outstanding_at_beginning_of_period,260,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0174,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,revolver_principal_outstanding_at_beginning_of_period,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0175,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,total_funded_principal_outstanding_at_beginning_of_period,289.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0176,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,scheduled_term_principal_payments_during_period,97.5,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0177,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,final_scheduled_term_installment_due_on_maturity_date,24.375,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0178,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,post_installment_term_balloon,162.5,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0179,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,total_term_principal_due_on_maturity_date,186.875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,
MT-0180,proposed,CC-REF,AMORT-15,FINAL_12M_TO_2031-01-31,revolver_principal_due_on_maturity_date,29.89771875,USD_millions,authoritative_principal_schedule; period_after_2030-01-31_through_2031-01-31,hypothetical_calculation,,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
