schedule_id,structure,case_id,amortization_case,annual_amortization_percent,installment_number,payment_date,fiscal_year,days_from_prior_date,period_treatment,original_principal,quarterly_amortization_percent,beginning_principal,scheduled_principal,balloon_principal,total_principal_due,ending_principal,units,classification,owner_review_status,notes
DS-0074,proposed,CC-LOW,AMORT-15,15,18,2030-07-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,640,3.75,232,24,0,24,208,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0075,proposed,CC-LOW,AMORT-15,15,19,2030-10-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,640,3.75,208,24,0,24,184,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0076,proposed,CC-LOW,AMORT-15,15,20,2031-01-31,FY2031,92,full_quarter_no_proration; calendar anchor subject to business-day convention,640,3.75,184,24,160,184,0,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0077,proposed,CC-REF,AMORT-5,5,1,2026-04-30,FY2026,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,650,8.125,0,8.125,641.875,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0078,proposed,CC-REF,AMORT-5,5,2,2026-07-31,FY2026,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,641.875,8.125,0,8.125,633.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0079,proposed,CC-REF,AMORT-5,5,3,2026-10-31,FY2026,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,633.75,8.125,0,8.125,625.625,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0080,proposed,CC-REF,AMORT-5,5,4,2027-01-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,625.625,8.125,0,8.125,617.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0081,proposed,CC-REF,AMORT-5,5,5,2027-04-30,FY2027,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,617.5,8.125,0,8.125,609.375,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0082,proposed,CC-REF,AMORT-5,5,6,2027-07-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,609.375,8.125,0,8.125,601.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0083,proposed,CC-REF,AMORT-5,5,7,2027-10-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,601.25,8.125,0,8.125,593.125,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0084,proposed,CC-REF,AMORT-5,5,8,2028-01-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,593.125,8.125,0,8.125,585,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0085,proposed,CC-REF,AMORT-5,5,9,2028-04-30,FY2028,90,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,585,8.125,0,8.125,576.875,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0086,proposed,CC-REF,AMORT-5,5,10,2028-07-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,576.875,8.125,0,8.125,568.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0087,proposed,CC-REF,AMORT-5,5,11,2028-10-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,568.75,8.125,0,8.125,560.625,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0088,proposed,CC-REF,AMORT-5,5,12,2029-01-31,FY2029,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,560.625,8.125,0,8.125,552.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0089,proposed,CC-REF,AMORT-5,5,13,2029-04-30,FY2029,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,552.5,8.125,0,8.125,544.375,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0090,proposed,CC-REF,AMORT-5,5,14,2029-07-31,FY2029,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,544.375,8.125,0,8.125,536.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0091,proposed,CC-REF,AMORT-5,5,15,2029-10-31,FY2029,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,536.25,8.125,0,8.125,528.125,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0092,proposed,CC-REF,AMORT-5,5,16,2030-01-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,528.125,8.125,0,8.125,520,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0093,proposed,CC-REF,AMORT-5,5,17,2030-04-30,FY2030,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,520,8.125,0,8.125,511.875,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0094,proposed,CC-REF,AMORT-5,5,18,2030-07-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,511.875,8.125,0,8.125,503.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0095,proposed,CC-REF,AMORT-5,5,19,2030-10-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,503.75,8.125,0,8.125,495.625,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0096,proposed,CC-REF,AMORT-5,5,20,2031-01-31,FY2031,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,495.625,8.125,487.5,495.625,0,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0097,proposed,CC-REF,AMORT-10,10,1,2026-04-30,FY2026,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,650,16.25,0,16.25,633.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0098,proposed,CC-REF,AMORT-10,10,2,2026-07-31,FY2026,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,633.75,16.25,0,16.25,617.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0099,proposed,CC-REF,AMORT-10,10,3,2026-10-31,FY2026,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,617.5,16.25,0,16.25,601.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0100,proposed,CC-REF,AMORT-10,10,4,2027-01-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,601.25,16.25,0,16.25,585,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0101,proposed,CC-REF,AMORT-10,10,5,2027-04-30,FY2027,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,585,16.25,0,16.25,568.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0102,proposed,CC-REF,AMORT-10,10,6,2027-07-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,568.75,16.25,0,16.25,552.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0103,proposed,CC-REF,AMORT-10,10,7,2027-10-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,552.5,16.25,0,16.25,536.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0104,proposed,CC-REF,AMORT-10,10,8,2028-01-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,536.25,16.25,0,16.25,520,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0105,proposed,CC-REF,AMORT-10,10,9,2028-04-30,FY2028,90,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,520,16.25,0,16.25,503.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0106,proposed,CC-REF,AMORT-10,10,10,2028-07-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,503.75,16.25,0,16.25,487.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0107,proposed,CC-REF,AMORT-10,10,11,2028-10-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,487.5,16.25,0,16.25,471.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0108,proposed,CC-REF,AMORT-10,10,12,2029-01-31,FY2029,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,471.25,16.25,0,16.25,455,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0109,proposed,CC-REF,AMORT-10,10,13,2029-04-30,FY2029,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,455,16.25,0,16.25,438.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0110,proposed,CC-REF,AMORT-10,10,14,2029-07-31,FY2029,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,438.75,16.25,0,16.25,422.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0111,proposed,CC-REF,AMORT-10,10,15,2029-10-31,FY2029,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,422.5,16.25,0,16.25,406.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0112,proposed,CC-REF,AMORT-10,10,16,2030-01-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,406.25,16.25,0,16.25,390,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0113,proposed,CC-REF,AMORT-10,10,17,2030-04-30,FY2030,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,390,16.25,0,16.25,373.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0114,proposed,CC-REF,AMORT-10,10,18,2030-07-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,373.75,16.25,0,16.25,357.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0115,proposed,CC-REF,AMORT-10,10,19,2030-10-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,357.5,16.25,0,16.25,341.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0116,proposed,CC-REF,AMORT-10,10,20,2031-01-31,FY2031,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,2.5,341.25,16.25,325,341.25,0,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0117,proposed,CC-REF,AMORT-15,15,1,2026-04-30,FY2026,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,650,24.375,0,24.375,625.625,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0118,proposed,CC-REF,AMORT-15,15,2,2026-07-31,FY2026,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,625.625,24.375,0,24.375,601.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0119,proposed,CC-REF,AMORT-15,15,3,2026-10-31,FY2026,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,601.25,24.375,0,24.375,576.875,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0120,proposed,CC-REF,AMORT-15,15,4,2027-01-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,576.875,24.375,0,24.375,552.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0121,proposed,CC-REF,AMORT-15,15,5,2027-04-30,FY2027,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,552.5,24.375,0,24.375,528.125,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0122,proposed,CC-REF,AMORT-15,15,6,2027-07-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,528.125,24.375,0,24.375,503.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0123,proposed,CC-REF,AMORT-15,15,7,2027-10-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,503.75,24.375,0,24.375,479.375,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0124,proposed,CC-REF,AMORT-15,15,8,2028-01-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,479.375,24.375,0,24.375,455,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0125,proposed,CC-REF,AMORT-15,15,9,2028-04-30,FY2028,90,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,455,24.375,0,24.375,430.625,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0126,proposed,CC-REF,AMORT-15,15,10,2028-07-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,430.625,24.375,0,24.375,406.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0127,proposed,CC-REF,AMORT-15,15,11,2028-10-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,406.25,24.375,0,24.375,381.875,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0128,proposed,CC-REF,AMORT-15,15,12,2029-01-31,FY2029,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,381.875,24.375,0,24.375,357.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0129,proposed,CC-REF,AMORT-15,15,13,2029-04-30,FY2029,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,357.5,24.375,0,24.375,333.125,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0130,proposed,CC-REF,AMORT-15,15,14,2029-07-31,FY2029,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,333.125,24.375,0,24.375,308.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0131,proposed,CC-REF,AMORT-15,15,15,2029-10-31,FY2029,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,308.75,24.375,0,24.375,284.375,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0132,proposed,CC-REF,AMORT-15,15,16,2030-01-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,284.375,24.375,0,24.375,260,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0133,proposed,CC-REF,AMORT-15,15,17,2030-04-30,FY2030,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,260,24.375,0,24.375,235.625,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0134,proposed,CC-REF,AMORT-15,15,18,2030-07-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,235.625,24.375,0,24.375,211.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0135,proposed,CC-REF,AMORT-15,15,19,2030-10-31,FY2030,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,211.25,24.375,0,24.375,186.875,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0136,proposed,CC-REF,AMORT-15,15,20,2031-01-31,FY2031,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,3.75,186.875,24.375,162.5,186.875,0,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0137,proposed,CC-HIGH,AMORT-5,5,1,2026-04-30,FY2026,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,650,8.125,0,8.125,641.875,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0138,proposed,CC-HIGH,AMORT-5,5,2,2026-07-31,FY2026,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,641.875,8.125,0,8.125,633.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0139,proposed,CC-HIGH,AMORT-5,5,3,2026-10-31,FY2026,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,633.75,8.125,0,8.125,625.625,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0140,proposed,CC-HIGH,AMORT-5,5,4,2027-01-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,625.625,8.125,0,8.125,617.5,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0141,proposed,CC-HIGH,AMORT-5,5,5,2027-04-30,FY2027,89,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,617.5,8.125,0,8.125,609.375,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0142,proposed,CC-HIGH,AMORT-5,5,6,2027-07-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,609.375,8.125,0,8.125,601.25,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0143,proposed,CC-HIGH,AMORT-5,5,7,2027-10-31,FY2027,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,601.25,8.125,0,8.125,593.125,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0144,proposed,CC-HIGH,AMORT-5,5,8,2028-01-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,593.125,8.125,0,8.125,585,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0145,proposed,CC-HIGH,AMORT-5,5,9,2028-04-30,FY2028,90,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,585,8.125,0,8.125,576.875,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0146,proposed,CC-HIGH,AMORT-5,5,10,2028-07-31,FY2028,92,full_quarter_no_proration; calendar anchor subject to business-day convention,650,1.25,576.875,8.125,0,8.125,568.75,USD_millions,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
