record_id,artifact_path,record_type,source_or_assumption_id,source_type,source_date,forecast_period,units,original_value,normalized_value,classification,review_status,formula_or_transformation,upstream_artifact,source_ids,limitation_or_rationale
LED-O-WF-P-0018,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0018,formula_calculated_forecast_output,,FY2027,,,400.0239980500275,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0019,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0019,formula_calculated_forecast_output,,FY2027,,,452.45537638279875,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0020,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0020,formula_calculated_forecast_output,,FY2027,,,495.248236659545625,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0021,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0021,formula_calculated_forecast_output,,FY2027,,,489.82150800615375,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0022,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0022,formula_calculated_forecast_output,,FY2028,,,400.0139974500762493125,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0023,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0023,formula_calculated_forecast_output,,FY2028,,,452.44406499838918003125,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0024,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0024,formula_calculated_forecast_output,,FY2028,,,495.235855453629136359375,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0025,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0025,formula_calculated_forecast_output,,FY2028,,,489.80926246845359615625,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0026,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0026,formula_calculated_forecast_output,,FY2029,,,400.0039971001399974062671875,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0027,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0027,formula_calculated_forecast_output,,FY2029,,,452.4327538967642203017492189,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0028,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0028,formula_calculated_forecast_output,,FY2029,,,495.2234745572427956309660157,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0029,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0029,formula_calculated_forecast_output,,FY2029,,,489.7970172368918848163460939,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0030,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0030,formula_calculated_forecast_output,,FY2030,,,399.9939970002124939063320309,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0031,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0031,formula_calculated_forecast_output,,FY2030,,,452.4214430779168011962416752,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0032,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0032,formula_calculated_forecast_output,,FY2030,,,495.2110939703788645610752413,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0033,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0033,formula_calculated_forecast_output,,FY2030,,,489.7847723114609625192256851,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-WF-P-0034,data/phase5/processed/CASH_FLOW_WATERFALL.csv,cash_flow_waterfall,WF-P-0034,formula_calculated_forecast_output,,FY2031,,,399.9839971502874885939843726,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,Quarterly roll-up of the deterministic monthly debt and cash waterfall. The displayed cash-after-mandatory balance is the final month value; distribution attribution fields are quarterly sums.
LED-O-DB-E-0001,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0001,formula_calculated_forecast_output,,FY2026,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0002,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0002,formula_calculated_forecast_output,,FY2026,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0003,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0003,formula_calculated_forecast_output,,FY2026,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0004,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0004,formula_calculated_forecast_output,,FY2027,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0005,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0005,formula_calculated_forecast_output,,FY2027,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0006,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0006,formula_calculated_forecast_output,,FY2027,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0007,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0007,formula_calculated_forecast_output,,FY2027,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0008,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0008,formula_calculated_forecast_output,,FY2028,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0009,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0009,formula_calculated_forecast_output,,FY2028,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0010,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0010,formula_calculated_forecast_output,,FY2028,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0011,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0011,formula_calculated_forecast_output,,FY2028,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0012,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0012,formula_calculated_forecast_output,,FY2029,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0013,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0013,formula_calculated_forecast_output,,FY2029,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-E-0014,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-E-0014,formula_calculated_forecast_output,,FY2029,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0015,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0015,formula_calculated_forecast_output,,FY2026,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0016,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0016,formula_calculated_forecast_output,,FY2026,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0017,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0017,formula_calculated_forecast_output,,FY2026,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0018,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0018,formula_calculated_forecast_output,,FY2027,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0019,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0019,formula_calculated_forecast_output,,FY2027,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0020,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0020,formula_calculated_forecast_output,,FY2027,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0021,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0021,formula_calculated_forecast_output,,FY2027,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0022,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0022,formula_calculated_forecast_output,,FY2028,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0023,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0023,formula_calculated_forecast_output,,FY2028,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0024,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0024,formula_calculated_forecast_output,,FY2028,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0025,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0025,formula_calculated_forecast_output,,FY2028,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0026,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0026,formula_calculated_forecast_output,,FY2029,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0027,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0027,formula_calculated_forecast_output,,FY2029,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0028,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0028,formula_calculated_forecast_output,,FY2029,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0029,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0029,formula_calculated_forecast_output,,FY2029,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0030,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0030,formula_calculated_forecast_output,,FY2030,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0031,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0031,formula_calculated_forecast_output,,FY2030,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0032,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0032,formula_calculated_forecast_output,,FY2030,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0033,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0033,formula_calculated_forecast_output,,FY2030,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-DB-P-0034,data/phase5/processed/DEBT_SCHEDULE.csv,debt_schedule,DB-P-0034,formula_calculated_forecast_output,,FY2031,,,,formula_calculated_base_case,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Retained finance-lease/other-debt balance stays at the October proxy because public undiscounted payments cannot be split between principal and interest. Gross debt is therefore a conservative diagnostic.
LED-O-CM-0001,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0001,formula_calculated_forecast_output,,FY2026,USD_millions,,1437.561060075,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Sum modeled-quarter revenue.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Sum modeled-quarter revenue.
LED-O-CM-0002,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0002,formula_calculated_forecast_output,,FY2026,USD_millions,,190.2486370271889141942985599,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Sum formula-calculated lender-base EBITDA; no top-down EBITDA growth.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Sum formula-calculated lender-base EBITDA; no top-down EBITDA growth.
LED-O-CM-0003,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0003,formula_calculated_forecast_output,,FY2026,percent,,13.23412565287928152106729287,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,EBITDA / revenue.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,EBITDA / revenue.
LED-O-CM-0004,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0004,formula_calculated_forecast_output,,FY2026,USD_millions,,-27.33136245836175354857463998,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0005,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0005,formula_calculated_forecast_output,,FY2026,USD_millions,,-0.2357355380811638989187433,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Positive is cash contribution; negative is use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Positive is cash contribution; negative is use.
LED-O-CM-0006,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0006,formula_calculated_forecast_output,,FY2026,USD_millions,,-50.314637102625,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use.
LED-O-CM-0007,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0007,formula_calculated_forecast_output,,FY2026,USD_millions,,111.6669019281209967468051766,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,"EBITDA less modeled taxes, capex, working-capital investment and identified cash uses.",data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"EBITDA less modeled taxes, capex, working-capital investment and identified cash uses."
LED-O-CM-0008,data/phase5/processed/BASE_CASE_CREDIT_METRICS.csv,credit_metric,CM-0008,formula_calculated_forecast_output,,FY2026,USD_millions,,-31.56751134489467701431921005,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,Negative cash use based on modeled average debt.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Negative cash use based on modeled average debt.
