distress_event_id,scenario_id,structure,event_type,event_date,status,observed_value,threshold_or_rule,failed_obligation_type,amount_due,amount_paid,unpaid_amount,revolver_capacity_already_exhausted,drawability_shutoff_active,cash_available_before_payment,cash_remaining_after_payment,scenario_timing_convention,interim_failure_or_maturity_shortfall,sequence_number,classification,source_ids,upstream_ids,notes
P6E-0067,MODERATE_UNMITIGATED,existing,FIRST_SCHEDULED_INTEREST_FAILURE,,PASS,,cash-interest shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0068,MODERATE_UNMITIGATED,existing,FIRST_SCHEDULED_PRINCIPAL_FAILURE,,PASS,,scheduled-term-principal shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0069,MODERATE_UNMITIGATED,existing,FIRST_RETAINED_OBLIGATION_FAILURE,,PASS,,retained-obligation shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0070,MODERATE_UNMITIGATED,existing,FIRST_DISTRIBUTION_RESTRICTION_FLAG,,PASS,,narrow or broad analytical flag; not a payment default,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0071,MODERATE_UNMITIGATED,existing,EXISTING_MATURITY_SHORTFALL,2029-07-31,MATURITY_SHORTFALL,512.8279388043013359737406642,unfunded at existing maturity,MATURITY_PRINCIPAL,512.8279388043013359737406642,0,512.8279388043013359737406642,no,no,,,adverse_conservative,maturity_shortfall,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_UNMITIGATED-E-0042,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0072,MODERATE_UNMITIGATED,existing,PROPOSED_MATURITY_SHORTFALL,,NOT_APPLICABLE,,unfunded at proposed maturity,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0073,SEVERE_UNMITIGATED,proposed,OPENING_REVOLVER_EXPOSURE,OPENING_POSITION,WARNING,29.89771875,opening balance,,,,,,,,,adverse_conservative,,1,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0074,SEVERE_UNMITIGATED,proposed,FIRST_INCREMENTAL_POST_CLOSING_DRAW,2026-02-28,WARNING,23.8917026994835599367669523,>0 incremental draw,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0075,SEVERE_UNMITIGATED,proposed,FIRST_REVOLVER_REPAYMENT,2028-07-31,WARNING,10.71493769712925900961296358,>0 repayment,,,,,no,no,,,adverse_conservative,,9,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0030,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0076,SEVERE_UNMITIGATED,proposed,PEAK_SUBSEQUENT_PERIOD_END_REVOLVER,2027-04-30,WARNING,293.8,maximum modeled month-end balance after opening,,,,,yes,no,,,adverse_conservative,,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0015,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0077,SEVERE_UNMITIGATED,proposed,PEAK_REVOLVER_INCLUDING_OPENING,2027-04-30,WARNING,293.8,maximum of opening and subsequent month-end balances,,,,,yes,no,,,adverse_conservative,,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0015,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0078,SEVERE_UNMITIGATED,proposed,FIRST_LIQUIDITY_WARNING,2026-07-31,BREACHED_ANALYTICAL_THRESHOLD,49.808664932676876518592345,usable liquidity <50,,,,,no,no,,,adverse_conservative,,3,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0006,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0079,SEVERE_UNMITIGATED,proposed,FIRST_CASH_FLOOR_FAILURE,2027-04-30,LIQUIDITY_FAILURE,6.70159560053749160197908718,cash-floor shortfall >0,,,,,yes,no,,,adverse_conservative,,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0015,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0080,SEVERE_UNMITIGATED,proposed,FIRST_ANALYTICAL_LEVERAGE_FAILURE,2026-10-31,BREACHED_ANALYTICAL_THRESHOLD,5.769828205720154375252744484,above analytical threshold,,,,,no,no,,,adverse_conservative,,4,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0009,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0081,SEVERE_UNMITIGATED,proposed,FIRST_ANALYTICAL_COVERAGE_FAILURE,2027-01-31,BREACHED_ANALYTICAL_THRESHOLD,1.821406749102646641396736754,below 3.00x,,,,,no,no,,,adverse_conservative,,5,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0012,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0082,SEVERE_UNMITIGATED,proposed,FIRST_NO_WAIVER_DRAWABILITY_SHUTOFF,,NOT_APPLICABLE,,new draws unavailable,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0083,SEVERE_UNMITIGATED,proposed,FIRST_REVOLVER_CAPACITY_EXHAUSTION,2027-04-30,LIQUIDITY_FAILURE,0,nominal revolver availability <=0,,,,,yes,no,,,adverse_conservative,,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0015,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0084,SEVERE_UNMITIGATED,proposed,FIRST_MANDATORY_PAYMENT_FAILURE,2027-07-31,MANDATORY_PAYMENT_FAILURE,1.90938455738700413432727889,"unpaid cash interest, scheduled term principal or retained mandatory obligation",SCHEDULED_TERM_PRINCIPAL,16.25,14.34061544261299586567272111,1.90938455738700413432727889,yes,no,14.34061544261299586567272111,0,adverse_conservative,interim_mandatory_payment_failure,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0018,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0085,SEVERE_UNMITIGATED,proposed,FIRST_SCHEDULED_INTEREST_FAILURE,2027-08-31,MANDATORY_PAYMENT_FAILURE,4.03654182697294388580957081,cash-interest shortfall >0,CASH_INTEREST,6.057628688047338854525987318,2.021086861074394968716416508,4.03654182697294388580957081,yes,no,2.021086861074394968716416508,0,adverse_conservative,interim_mandatory_payment_failure,8,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0019,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0086,SEVERE_UNMITIGATED,proposed,FIRST_SCHEDULED_PRINCIPAL_FAILURE,2027-07-31,MANDATORY_PAYMENT_FAILURE,1.90938455738700413432727889,scheduled-term-principal shortfall >0,SCHEDULED_TERM_PRINCIPAL,16.25,14.34061544261299586567272111,1.90938455738700413432727889,yes,no,14.34061544261299586567272111,0,adverse_conservative,interim_mandatory_payment_failure,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0018,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0087,SEVERE_UNMITIGATED,proposed,FIRST_RETAINED_OBLIGATION_FAILURE,2027-08-31,MANDATORY_PAYMENT_FAILURE,0.66925,retained-obligation shortfall >0,RETAINED_MANDATORY_OBLIGATION,0.66925,0,0.66925,yes,no,,,adverse_conservative,interim_mandatory_payment_failure,8,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0019,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0088,SEVERE_UNMITIGATED,proposed,FIRST_DISTRIBUTION_RESTRICTION_FLAG,2026-02-28,WARNING,0.4166666666666666666666666667,narrow or broad analytical flag; not a payment default,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0089,SEVERE_UNMITIGATED,proposed,EXISTING_MATURITY_SHORTFALL,,NOT_APPLICABLE,,unfunded at existing maturity,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0090,SEVERE_UNMITIGATED,proposed,PROPOSED_MATURITY_SHORTFALL,2031-01-31,MATURITY_SHORTFALL,599.6383060174362866681549561,unfunded at proposed maturity,MATURITY_PRINCIPAL,599.6383060174362866681549561,0,599.6383060174362866681549561,no,no,,,adverse_conservative,maturity_shortfall,10,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-P-0060,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0091,SEVERE_UNMITIGATED,existing,OPENING_REVOLVER_EXPOSURE,OPENING_POSITION,WARNING,207.39771875,opening balance,,,,,,,,,adverse_conservative,,1,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0092,SEVERE_UNMITIGATED,existing,FIRST_INCREMENTAL_POST_CLOSING_DRAW,2026-02-28,WARNING,23.82003010191641406811391766,>0 incremental draw,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0093,SEVERE_UNMITIGATED,existing,FIRST_REVOLVER_REPAYMENT,2026-07-31,WARNING,6.90657814314188281473205222,>0 repayment,,,,,no,no,,,adverse_conservative,,3,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0006,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0094,SEVERE_UNMITIGATED,existing,PEAK_SUBSEQUENT_PERIOD_END_REVOLVER,2028-01-31,WARNING,468.8,maximum modeled month-end balance after opening,,,,,yes,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0024,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0095,SEVERE_UNMITIGATED,existing,PEAK_REVOLVER_INCLUDING_OPENING,2028-01-31,WARNING,468.8,maximum of opening and subsequent month-end balances,,,,,yes,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0024,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0096,SEVERE_UNMITIGATED,existing,FIRST_LIQUIDITY_WARNING,2027-02-28,BREACHED_ANALYTICAL_THRESHOLD,45.7712872065444746014513482,usable liquidity <50,,,,,no,no,,,adverse_conservative,,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0013,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0097,SEVERE_UNMITIGATED,existing,FIRST_CASH_FLOOR_FAILURE,2028-01-31,LIQUIDITY_FAILURE,10.69372113981900861090088861,cash-floor shortfall >0,,,,,yes,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0024,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0098,SEVERE_UNMITIGATED,existing,FIRST_ANALYTICAL_LEVERAGE_FAILURE,2026-10-31,BREACHED_ANALYTICAL_THRESHOLD,5.69773326279657357783753314,above analytical threshold,,,,,no,no,,,adverse_conservative,,4,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0009,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0099,SEVERE_UNMITIGATED,existing,FIRST_ANALYTICAL_COVERAGE_FAILURE,2027-01-31,BREACHED_ANALYTICAL_THRESHOLD,1.84446690604293686102103841,below 3.00x,,,,,no,no,,,adverse_conservative,,5,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0012,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0100,SEVERE_UNMITIGATED,existing,FIRST_NO_WAIVER_DRAWABILITY_SHUTOFF,,NOT_APPLICABLE,,new draws unavailable,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0101,SEVERE_UNMITIGATED,existing,FIRST_REVOLVER_CAPACITY_EXHAUSTION,2028-01-31,LIQUIDITY_FAILURE,0,nominal revolver availability <=0,,,,,yes,no,,,adverse_conservative,,7,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0024,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0102,SEVERE_UNMITIGATED,existing,FIRST_MANDATORY_PAYMENT_FAILURE,,PASS,,"unpaid cash interest, scheduled term principal or retained mandatory obligation",,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0103,SEVERE_UNMITIGATED,existing,FIRST_SCHEDULED_INTEREST_FAILURE,,PASS,,cash-interest shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0104,SEVERE_UNMITIGATED,existing,FIRST_SCHEDULED_PRINCIPAL_FAILURE,,PASS,,scheduled-term-principal shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0105,SEVERE_UNMITIGATED,existing,FIRST_RETAINED_OBLIGATION_FAILURE,,PASS,,retained-obligation shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0106,SEVERE_UNMITIGATED,existing,FIRST_DISTRIBUTION_RESTRICTION_FLAG,,PASS,,narrow or broad analytical flag; not a payment default,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0107,SEVERE_UNMITIGATED,existing,EXISTING_MATURITY_SHORTFALL,2029-07-31,MATURITY_SHORTFALL,705.6846154956622955690639524,unfunded at existing maturity,MATURITY_PRINCIPAL,705.6846154956622955690639524,0,705.6846154956622955690639524,no,no,,,adverse_conservative,maturity_shortfall,8,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-SEVERE_UNMITIGATED-E-0042,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0108,SEVERE_UNMITIGATED,existing,PROPOSED_MATURITY_SHORTFALL,,NOT_APPLICABLE,,unfunded at proposed maturity,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,SEVERE_UNMITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0109,MODERATE_MITIGATED,proposed,OPENING_REVOLVER_EXPOSURE,OPENING_POSITION,WARNING,29.89771875,opening balance,,,,,,,,,adverse_conservative,,1,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0110,MODERATE_MITIGATED,proposed,FIRST_INCREMENTAL_POST_CLOSING_DRAW,2026-02-28,WARNING,15.96388007822948952786475914,>0 incremental draw,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-P-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0111,MODERATE_MITIGATED,proposed,FIRST_REVOLVER_REPAYMENT,2026-06-30,WARNING,2.70335586613725914950774195,>0 repayment,,,,,no,no,,,adverse_conservative,,3,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-P-0005,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0112,MODERATE_MITIGATED,proposed,PEAK_SUBSEQUENT_PERIOD_END_REVOLVER,2027-01-31,WARNING,143.4176685111916676280777059,maximum modeled month-end balance after opening,,,,,no,no,,,adverse_conservative,,5,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-P-0012,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0113,MODERATE_MITIGATED,proposed,PEAK_REVOLVER_INCLUDING_OPENING,2027-01-31,WARNING,143.4176685111916676280777059,maximum of opening and subsequent month-end balances,,,,,no,no,,,adverse_conservative,,5,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-P-0012,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0114,MODERATE_MITIGATED,proposed,FIRST_LIQUIDITY_WARNING,,PASS,,usable liquidity <50,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0115,MODERATE_MITIGATED,proposed,FIRST_CASH_FLOOR_FAILURE,,PASS,,cash-floor shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0116,MODERATE_MITIGATED,proposed,FIRST_ANALYTICAL_LEVERAGE_FAILURE,2026-10-31,BREACHED_ANALYTICAL_THRESHOLD,3.945701434019078732689574898,above analytical threshold,,,,,no,no,,,adverse_conservative,,4,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-P-0009,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0117,MODERATE_MITIGATED,proposed,FIRST_ANALYTICAL_COVERAGE_FAILURE,,PASS,,below 3.00x,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0118,MODERATE_MITIGATED,proposed,FIRST_NO_WAIVER_DRAWABILITY_SHUTOFF,,NOT_APPLICABLE,,new draws unavailable,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0119,MODERATE_MITIGATED,proposed,FIRST_REVOLVER_CAPACITY_EXHAUSTION,,PASS,,nominal revolver availability <=0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0120,MODERATE_MITIGATED,proposed,FIRST_MANDATORY_PAYMENT_FAILURE,,PASS,,"unpaid cash interest, scheduled term principal or retained mandatory obligation",,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0121,MODERATE_MITIGATED,proposed,FIRST_SCHEDULED_INTEREST_FAILURE,,PASS,,cash-interest shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0122,MODERATE_MITIGATED,proposed,FIRST_SCHEDULED_PRINCIPAL_FAILURE,,PASS,,scheduled-term-principal shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0123,MODERATE_MITIGATED,proposed,FIRST_RETAINED_OBLIGATION_FAILURE,,PASS,,retained-obligation shortfall >0,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0124,MODERATE_MITIGATED,proposed,FIRST_DISTRIBUTION_RESTRICTION_FLAG,2026-02-28,WARNING,0.4166666666666666666666666667,narrow or broad analytical flag; not a payment default,,,,,no,no,,,adverse_conservative,,2,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-P-0001,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0125,MODERATE_MITIGATED,proposed,EXISTING_MATURITY_SHORTFALL,,NOT_APPLICABLE,,unfunded at existing maturity,,,,,,,,,adverse_conservative,,,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,MODERATE_MITIGATED,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
P6E-0126,MODERATE_MITIGATED,proposed,PROPOSED_MATURITY_SHORTFALL,2031-01-31,MATURITY_SHORTFALL,401.5690299099911542104946431,unfunded at proposed maturity,MATURITY_PRINCIPAL,401.5690299099911542104946431,0,401.5690299099911542104946431,no,no,,,adverse_conservative,maturity_shortfall,6,chronological_analytical_event_not_contractual_default,SRC-001;SRC-002;SRC-003,P6M-MODERATE_MITIGATED-P-0060,"Mandatory payment failure excludes missed dividends and repurchases. Maturity shortfall, analytical warnings and drawability conventions remain separately classified and are not official covenant conclusions."
