record_id,output_file,layer,metric_or_item,value,units,source_ids,document_titles,source_urls,publication_dates,source_reference,classification,owner_review_status,notes
SU-0005,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Prepayment premium,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,No premium under public agreement; breakage separate,reported_contract_term,owner_reviewed_for_phase5_testing,
SU-0006,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Hedge and interest-period break cost,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,Explicit sensitivity,sensitivity,owner_reviewed_for_phase5_testing,
SU-0007,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Financing fees,3,USD_millions,,,,,Explicit fee sensitivity,sensitivity,owner_reviewed_for_phase5_testing,Not a lender quote.
SU-0008,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,"Legal, advisory and administrative expenses",2,USD_millions,,,,,Explicit cost sensitivity,sensitivity,owner_reviewed_for_phase5_testing,
SU-0009,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,LC cash collateral,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Zero if LCs replace under new revolver; $6.2m only in collateralization case,restricted_cash_funding_use,owner_reviewed_for_phase5_testing,Creates restricted cash or another restricted asset; excluded from usable operating liquidity and counted exactly once.
SU-0010,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Total uses,640,USD_millions,,,,,Sum of use rows,calculated,owner_reviewed_for_phase5_testing,
SU-0011,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,New term funding,640,USD_millions,,,,,"Supported uses less approved cash, capped at $650m",calculated_proposed_source,owner_reviewed_for_phase5_testing,
SU-0012,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Opening new-revolver draw,0,USD_millions,,,,,"Residual supported use, capped by $300m less replacement LCs",calculated_proposed_source,owner_reviewed_for_phase5_testing,Explicit funding waterfall; not an unexplained plug.
SU-0013,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Borrower cash contribution,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Cannot exceed identified accessible cash,assumption,owner_reviewed_for_phase5_testing,
SU-0014,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Total sources excluding funding gap,640,USD_millions,,,,,Sum of committed-modeled sources,calculated,owner_reviewed_for_phase5_testing,
SU-0015,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Explicit residual funding gap,0,USD_millions,,,,,Maximum of zero and uses less capped modeled sources,calculated,owner_reviewed_for_phase5_testing,
SU-0016,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Sources plus explicit gap less uses,0,USD_millions,,,,,Total sources + gap - total uses,calculated_control,owner_reviewed_for_phase5_testing,
SU-0017,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Existing Term A payoff,468.75,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Opening principal less pre-closing amortization only,fact_plus_timing_assumption,owner_reviewed_for_phase5_testing,
SU-0018,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Existing revolver payoff,197.5,USD_millions,SRC-001;SRC-021,Quanex FY2025 Form 10-K;Quanex FY2025 Q1 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-12-12;2025-03-10,October 31 draw plus owner-reviewed principal-balance sensitivity; historical FCF is calibration only,fact_plus_sensitivity,owner_reviewed_for_phase5_testing,
SU-0019,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Other bank-debt movement,0,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,Explicit input,sensitivity,owner_reviewed_for_phase5_testing,
SU-0020,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Accrued interest,3.64771875,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,Separate unpaid payoff-interest sensitivity; must reconcile to Phase 5 integrated interest,sensitivity,owner_reviewed_for_phase5_testing,Do not double count cash interest already embedded in the historical FCF calibration reference.
SU-0021,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Prepayment premium,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,No premium under public agreement; breakage separate,reported_contract_term,owner_reviewed_for_phase5_testing,
SU-0022,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Hedge and interest-period break cost,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,Explicit sensitivity,sensitivity,owner_reviewed_for_phase5_testing,
SU-0023,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Financing fees,7.5,USD_millions,,,,,Explicit fee sensitivity,sensitivity,owner_reviewed_for_phase5_testing,Not a lender quote.
SU-0024,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,"Legal, advisory and administrative expenses",2.5,USD_millions,,,,,Explicit cost sensitivity,sensitivity,owner_reviewed_for_phase5_testing,
SU-0025,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,LC cash collateral,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Zero if LCs replace under new revolver; $6.2m only in collateralization case,restricted_cash_funding_use,owner_reviewed_for_phase5_testing,Creates restricted cash or another restricted asset; excluded from usable operating liquidity and counted exactly once.
SU-0026,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Total uses,679.89771875,USD_millions,,,,,Sum of use rows,calculated,owner_reviewed_for_phase5_testing,
SU-0027,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,New term funding,650,USD_millions,,,,,"Supported uses less approved cash, capped at $650m",calculated_proposed_source,owner_reviewed_for_phase5_testing,
SU-0028,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Opening new-revolver draw,29.89771875,USD_millions,,,,,"Residual supported use, capped by $300m less replacement LCs",calculated_proposed_source,owner_reviewed_for_phase5_testing,Explicit funding waterfall; not an unexplained plug.
SU-0029,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Borrower cash contribution,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Cannot exceed identified accessible cash,assumption,owner_reviewed_for_phase5_testing,
SU-0030,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Total sources excluding funding gap,679.89771875,USD_millions,,,,,Sum of committed-modeled sources,calculated,owner_reviewed_for_phase5_testing,
SU-0031,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Explicit residual funding gap,0,USD_millions,,,,,Maximum of zero and uses less capped modeled sources,calculated,owner_reviewed_for_phase5_testing,
SU-0032,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Sources plus explicit gap less uses,0,USD_millions,,,,,Total sources + gap - total uses,calculated_control,owner_reviewed_for_phase5_testing,
SU-0033,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Existing Term A payoff,468.75,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Opening principal less pre-closing amortization only,fact_plus_timing_assumption,owner_reviewed_for_phase5_testing,
SU-0034,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Existing revolver payoff,222.5,USD_millions,SRC-001;SRC-021,Quanex FY2025 Form 10-K;Quanex FY2025 Q1 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-12-12;2025-03-10,October 31 draw plus owner-reviewed principal-balance sensitivity; historical FCF is calibration only,fact_plus_sensitivity,owner_reviewed_for_phase5_testing,
SU-0035,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Other bank-debt movement,0,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,Explicit input,sensitivity,owner_reviewed_for_phase5_testing,
SU-0036,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Accrued interest,7.5691875,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,Separate unpaid payoff-interest sensitivity; must reconcile to Phase 5 integrated interest,sensitivity,owner_reviewed_for_phase5_testing,Do not double count cash interest already embedded in the historical FCF calibration reference.
SU-0037,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Prepayment premium,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,No premium under public agreement; breakage separate,reported_contract_term,owner_reviewed_for_phase5_testing,
SU-0038,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Hedge and interest-period break cost,10,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,Explicit sensitivity,sensitivity,owner_reviewed_for_phase5_testing,
SU-0039,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Financing fees,15,USD_millions,,,,,Explicit fee sensitivity,sensitivity,owner_reviewed_for_phase5_testing,Not a lender quote.
SU-0040,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,"Legal, advisory and administrative expenses",5,USD_millions,,,,,Explicit cost sensitivity,sensitivity,owner_reviewed_for_phase5_testing,
SU-0041,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,LC cash collateral,6.2,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Zero if LCs replace under new revolver; $6.2m only in collateralization case,restricted_cash_funding_use,owner_reviewed_for_phase5_testing,Creates restricted cash or another restricted asset; excluded from usable operating liquidity and counted exactly once.
SU-0042,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Total uses,735.0191875,USD_millions,,,,,Sum of use rows,calculated,owner_reviewed_for_phase5_testing,
SU-0043,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,New term funding,650,USD_millions,,,,,"Supported uses less approved cash, capped at $650m",calculated_proposed_source,owner_reviewed_for_phase5_testing,
SU-0044,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Opening new-revolver draw,85.0191875,USD_millions,,,,,"Residual supported use, capped by $300m less replacement LCs",calculated_proposed_source,owner_reviewed_for_phase5_testing,Explicit funding waterfall; not an unexplained plug.
SU-0045,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Borrower cash contribution,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Cannot exceed identified accessible cash,assumption,owner_reviewed_for_phase5_testing,
SU-0046,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Total sources excluding funding gap,735.0191875,USD_millions,,,,,Sum of committed-modeled sources,calculated,owner_reviewed_for_phase5_testing,
SU-0047,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Explicit residual funding gap,0,USD_millions,,,,,Maximum of zero and uses less capped modeled sources,calculated,owner_reviewed_for_phase5_testing,
SU-0048,data/phase4/processed/SOURCES_AND_USES.csv,sources_and_uses,Sources plus explicit gap less uses,0,USD_millions,,,,,Total sources + gap - total uses,calculated_control,owner_reviewed_for_phase5_testing,
DS-0001,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-01-30,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0002,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-04-30,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0003,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-07-31,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0004,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-10-30,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0005,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-01-29,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0006,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-04-30,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0007,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-07-30,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0008,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-10-29,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0009,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-01-31,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0010,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-04-28,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0011,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-07-31,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0012,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-10-31,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0013,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-01-31,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0014,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-04-30,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0015,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-07-31,6.25,USD_millions,,,,,,executed_contract_term_schedule_from_2025_10_31_balance,not_applicable_existing_fact,Section 2.3 requires installments on the last Business Day of each fiscal quarter. Weekend-adjusted dates are shown; Agent holiday convention and payoff application require closing confirmation.
DS-0016,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-08-01,375,USD_millions,,,,,,executed_contract_term_maturity,not_applicable_existing_fact,"The July 31, 2029 quarterly installment precedes the August 1, 2029 maturity; no separate quarterly installment is modeled on the maturity date."
DS-0017,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-04-30,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0018,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-07-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0019,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-10-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0020,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-01-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0021,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-04-30,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0022,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-07-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0023,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-10-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0024,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-01-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0025,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-04-30,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0026,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-07-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0027,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-10-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0028,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-01-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0029,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-04-30,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0030,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-07-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0031,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-10-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0032,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-01-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0033,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-04-30,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0034,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-07-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0035,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-10-31,8,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0036,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2031-01-31,488,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0037,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-04-30,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0038,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-07-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0039,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-10-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0040,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-01-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0041,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-04-30,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0042,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-07-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0043,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-10-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0044,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-01-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
