ledger_id,artifact_path,record_type,record_id,source_ids,upstream_ids,classification,review_status,source_date,cutoff_status,notes
P6L-00411,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-SEVERE_UNMITIGATED-E-0040,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00412,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-SEVERE_UNMITIGATED-E-0041,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00413,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-SEVERE_UNMITIGATED-E-0042,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00414,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0001,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00415,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0002,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00416,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0003,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00417,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0004,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00418,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0005,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00419,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0006,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00420,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0007,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00421,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0008,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00422,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0009,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00423,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0010,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00424,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0011,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00425,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0012,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00426,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0013,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00427,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0014,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00428,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0015,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00429,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0016,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00430,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0017,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00431,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0018,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00432,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0019,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00433,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0020,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00434,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0021,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00435,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0022,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00436,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0023,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00437,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0024,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00438,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0025,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00439,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0026,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00440,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0027,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00441,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0028,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00442,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0029,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00443,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0030,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00444,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0031,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00445,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0032,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00446,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0033,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00447,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0034,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00448,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0035,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00449,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0036,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00450,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0037,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00451,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0038,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00452,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0039,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00453,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0040,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00454,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0041,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00455,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0042,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00456,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0043,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00457,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0044,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00458,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0045,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00459,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0046,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00460,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0047,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00461,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0048,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00462,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0049,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00463,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0050,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
P6L-00464,data/phase6/processed/MONTHLY_LIQUIDITY_STRESS.csv,monthly_liquidity_stress,P6M-MODERATE_MITIGATED-P-0051,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,formula_calculated_downside_liquidity_path,owner_reviewed_for_phase6_testing,2025-12-12,within_cutoff,"Recurring financing fees, official covenant definitions, eligible cash, distribution permissions and actual closing cash remain unavailable. Monthly timing is an owner-reviewed testing convention, not observed borrower seasonality."
