comparison_id,candidate_id,candidate_name,scenario_id,scenario_treatment,opening_term_principal,opening_revolver,opening_bank_debt,retained_other_funded_debt,opening_gross_funded_debt,opening_gross_funded_leverage,zero_cash_net_leverage,capped_25m_cash_net_leverage_diagnostic,cash_eligibility_status,annual_amortization_percent,annual_scheduled_term_principal,cumulative_scheduled_principal_paid,cumulative_cash_sweep,cumulative_cash_interest,revolver_commitment,letters_of_credit,opening_revolver_availability,opening_usable_liquidity,subsequent_minimum_usable_liquidity,subsequent_minimum_liquidity_date,all_in_minimum_usable_liquidity,all_in_minimum_liquidity_date,peak_revolver_including_opening,peak_revolver_date,first_analytical_threshold_failure,first_50m_liquidity_warning,first_cash_floor_failure,revolver_capacity_exhaustion_date,first_mandatory_payment_failure_date,failed_obligation_type,maturity_date,unsupported_maturity_gap,overall_path_status,required_non_debt_contribution,source_ids,upstream_ids,classification,review_status,limitations
P7SC-030,STR-006,$650m term / 15% amortization,BASE,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,650,29.89771875,679.89771875,62.619,742.51671875,3.295036560769312695257029253,3.295036560769312695257029253,3.184095066875532519170690145,pending_information_diagnostic_only,15,97.5,487.5,0,168.5287500781429377244630008,300,6.2,263.90228125,263.90228125,134.7310295275668723496854826,2030-01-31,134.7310295275668723496854826,2030-01-31,178.4227088485806343430730716,2031-01-31,,,,,,,2031-01-31,340.9227088485806343430730716,MATURITY_SHORTFALL,0,SRC-001;SRC-002;SRC-003,STR-006;BASE;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-031,STR-006,$650m term / 15% amortization,MODERATE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,650,29.89771875,679.89771875,62.619,742.51671875,3.295036560769312695257029253,3.295036560769312695257029253,3.184095066875532519170690145,pending_information_diagnostic_only,15,97.5,487.5,0,206.0769610555182940725878908,300,6.2,263.90228125,263.90228125,49.0244197693661431889201235,2030-10-31,49.0244197693661431889201235,2030-10-31,266.9873934816717092067912141,2031-01-31,2026-10-31,2030-07-31,,,,,2031-01-31,429.4873934816717092067912141,MATURITY_SHORTFALL,0,SRC-001;SRC-002;SRC-003,STR-006;MODERATE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-032,STR-006,$650m term / 15% amortization,SEVERE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,650,29.89771875,679.89771875,62.619,742.51671875,3.295036560769312695257029253,3.295036560769312695257029253,3.184095066875532519170690145,pending_information_diagnostic_only,15,97.5,391.0154147574704458397470582,0,258.9104446424673276578888083,300,6.2,263.90228125,263.90228125,0,2027-01-31,0,2027-01-31,293.8,2027-01-31,2026-05-31,2026-05-31,2027-01-31,2027-01-31,2027-03-31,CASH_INTEREST,2031-01-31,552.7845852425295541602529418,MANDATORY_PAYMENT_FAILURE,0,SRC-001;SRC-002;SRC-003,STR-006;SEVERE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-033,STR-006,$650m term / 15% amortization,MODERATE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,650,29.89771875,679.89771875,62.619,742.51671875,3.295036560769312695257029253,3.295036560769312695257029253,3.184095066875532519170690145,pending_information_diagnostic_only,15,97.5,487.5,0,201.9085974838336800563488769,300,6.2,263.90228125,263.90228125,73.1018110168861094190536697,2030-01-31,73.1018110168861094190536697,2030-01-31,239.0690299099870951905521998,2031-01-31,2026-10-31,,,,,,2031-01-31,401.5690299099870951905521998,MATURITY_SHORTFALL,0,SRC-001;SRC-002;SRC-003,STR-006;MODERATE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-034,STR-006,$650m term / 15% amortization,SEVERE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,650,29.89771875,679.89771875,62.619,742.51671875,3.295036560769312695257029253,3.295036560769312695257029253,3.184095066875532519170690145,pending_information_diagnostic_only,15,97.5,418.8079110525178343452064675,0,254.5810279239329687096445895,300,6.2,263.90228125,263.90228125,0,2027-01-31,0,2027-01-31,293.8,2027-01-31,2026-05-31,2026-05-31,2027-01-31,2027-01-31,2027-04-30,SCHEDULED_TERM_PRINCIPAL,2031-01-31,524.9920889474821656547935325,MANDATORY_PAYMENT_FAILURE,0,SRC-001;SRC-002;SRC-003,STR-006;SEVERE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-035,STR-006,$650m term / 15% amortization,MODERATE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,650,29.89771875,679.89771875,62.619,742.51671875,3.295036560769312695257029253,3.295036560769312695257029253,3.184095066875532519170690145,pending_information_diagnostic_only,15,97.5,413.3263293346298738887065768,0,198.5274702501578120796696038,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,147.8353528853337599371431302,2026-10-31,2026-10-31,2026-11-30,2026-11-30,,2027-01-31,SCHEDULED_TERM_PRINCIPAL,2031-01-31,381.5899888052431944131394285,MANDATORY_PAYMENT_FAILURE,0,SRC-001;SRC-002;SRC-003,STR-006;MODERATE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-036,STR-006,$650m term / 15% amortization,SEVERE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,650,29.89771875,679.89771875,62.619,742.51671875,3.295036560769312695257029253,3.295036560769312695257029253,3.184095066875532519170690145,pending_information_diagnostic_only,15,97.5,340.0884925489624627938508007,0,239.1761483920426833951728885,300,6.2,263.90228125,263.90228125,0,2026-06-30,0,2026-06-30,248.6913450199042584198266319,2026-05-31,2026-05-31,2026-05-31,2026-06-30,,2026-10-31,SCHEDULED_TERM_PRINCIPAL,2031-01-31,513.8699835120999084362058801,MANDATORY_PAYMENT_FAILURE,0,SRC-001;SRC-002;SRC-003,STR-006;SEVERE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-037,STR-007,$625m term / conditional $25m contribution / 7.5% amortization,BASE,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,625,29.89771875,654.89771875,62.619,717.51671875,3.184095066875532519170690145,3.184095066875532519170690145,3.073153572981752343084351037,pending_information_diagnostic_only,7.5,46.875,234.375,62.6307805034928184374631463,164.0031614302979898144869619,300,6.2,263.90228125,263.90228125,270.3962456733185994839694754,2026-02-28,263.90228125,OPENING_POSITION,29.89771875,OPENING_POSITION,,,,,,,2031-01-31,311.3971202007356864330970326,MATURITY_SHORTFALL,25,SRC-001;SRC-002;SRC-003,STR-007;BASE;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"No accessible cash or equity source is established. The contribution may not consume the separate $25m operating cash floor. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-038,STR-007,$625m term / conditional $25m contribution / 7.5% amortization,MODERATE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,625,29.89771875,654.89771875,62.619,717.51671875,3.184095066875532519170690145,3.184095066875532519170690145,3.073153572981752343084351037,pending_information_diagnostic_only,7.5,46.875,234.375,2.62775857893679521121020844,195.9932675907943298363606444,300,6.2,263.90228125,263.90228125,166.6148017709449785641579302,2027-01-31,166.6148017709449785641579302,2027-01-31,127.1851982290550214358420698,2027-01-31,2026-10-31,,,,,,2031-01-31,394.4037000169477449705639676,MATURITY_SHORTFALL,25,SRC-001;SRC-002;SRC-003,STR-007;MODERATE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"No accessible cash or equity source is established. The contribution may not consume the separate $25m operating cash floor. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-039,STR-007,$625m term / conditional $25m contribution / 7.5% amortization,SEVERE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,625,29.89771875,654.89771875,62.619,717.51671875,3.184095066875532519170690145,3.184095066875532519170690145,3.073153572981752343084351037,pending_information_diagnostic_only,7.5,46.875,222.65625,0,279.6303068606936127485123899,300,6.2,263.90228125,263.90228125,0,2027-08-31,0,2027-08-31,293.8,2027-08-31,2026-10-31,2026-12-31,2027-08-31,2027-08-31,2027-12-31,CASH_INTEREST,2031-01-31,593.6496935806828545623250329,MANDATORY_PAYMENT_FAILURE,25,SRC-001;SRC-002;SRC-003,STR-007;SEVERE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"No accessible cash or equity source is established. The contribution may not consume the separate $25m operating cash floor. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-040,STR-007,$625m term / conditional $25m contribution / 7.5% amortization,MODERATE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,625,29.89771875,654.89771875,62.619,717.51671875,3.184095066875532519170690145,3.184095066875532519170690145,3.073153572981752343084351037,pending_information_diagnostic_only,7.5,46.875,234.375,15.39387076545478867024575492,192.7338221446895331429555975,300,6.2,263.90228125,263.90228125,170.4733116067368200548517542,2027-01-31,170.4733116067368200548517542,2027-01-31,123.3266883932631799451482458,2027-01-31,2026-10-31,,,,,,2031-01-31,367.3942545708429482771589208,MATURITY_SHORTFALL,25,SRC-001;SRC-002;SRC-003,STR-007;MODERATE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"No accessible cash or equity source is established. The contribution may not consume the separate $25m operating cash floor. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-041,STR-007,$625m term / conditional $25m contribution / 7.5% amortization,SEVERE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,625,29.89771875,654.89771875,62.619,717.51671875,3.184095066875532519170690145,3.184095066875532519170690145,3.073153572981752343084351037,pending_information_diagnostic_only,7.5,46.875,234.1017693063780724435803762,0,279.6256080976028854161398287,300,6.2,263.90228125,263.90228125,0,2027-11-30,0,2027-11-30,293.8,2027-11-30,2026-10-31,2027-01-31,2027-11-30,2027-11-30,2028-01-31,SCHEDULED_TERM_PRINCIPAL,2031-01-31,540.2883010520516781328330468,MANDATORY_PAYMENT_FAILURE,25,SRC-001;SRC-002;SRC-003,STR-007;SEVERE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"No accessible cash or equity source is established. The contribution may not consume the separate $25m operating cash floor. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-042,STR-007,$625m term / conditional $25m contribution / 7.5% amortization,MODERATE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,625,29.89771875,654.89771875,62.619,717.51671875,3.184095066875532519170690145,3.184095066875532519170690145,3.073153572981752343084351037,pending_information_diagnostic_only,7.5,46.875,234.375,3.143788100998388255442426065,194.9351950813660303493754,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,109.4954202382870958119485757,2026-08-31,2026-10-31,2026-11-30,2026-11-30,,,,2031-01-31,387.4812118990016117445575739,LIQUIDITY_FAILURE,25,SRC-001;SRC-002;SRC-003,STR-007;MODERATE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"No accessible cash or equity source is established. The contribution may not consume the separate $25m operating cash floor. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-043,STR-007,$625m term / conditional $25m contribution / 7.5% amortization,SEVERE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,625,29.89771875,654.89771875,62.619,717.51671875,3.184095066875532519170690145,3.184095066875532519170690145,3.073153572981752343084351037,pending_information_diagnostic_only,7.5,46.875,208.1865512502285955536933958,0,247.8366854158569271271423554,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,238.787210420723552267605777,2026-08-31,2026-10-31,2026-11-30,2026-11-30,,2027-02-28,CASH_INTEREST,2031-01-31,525.6663511017656482455699763,MANDATORY_PAYMENT_FAILURE,25,SRC-001;SRC-002;SRC-003,STR-007;SEVERE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"No accessible cash or equity source is established. The contribution may not consume the separate $25m operating cash floor. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-044,STR-008,$635m practical term / $15m conditional contribution / 7.5% amortization,BASE,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,635,29.89771875,664.89771875,62.619,727.51671875,3.228471664433044589605225788,3.228471664433044589605225788,3.11753017053926441351888668,pending_information_diagnostic_only,7.5,47.625,238.125,57.29216815223324129947648838,167.3857463497101250426302186,300,6.2,263.90228125,263.90228125,270.3413453837759849937528067,2026-02-28,263.90228125,OPENING_POSITION,29.89771875,OPENING_POSITION,,,,,,,2031-01-31,324.7797051201478216612402904,MATURITY_SHORTFALL,15,SRC-001;SRC-002;SRC-003,STR-008;BASE;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-045,STR-008,$635m practical term / $15m conditional contribution / 7.5% amortization,MODERATE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,635,29.89771875,664.89771875,62.619,727.51671875,3.228471664433044589605225788,3.228471664433044589605225788,3.11753017053926441351888668,pending_information_diagnostic_only,7.5,47.625,238.125,0,199.9647832552049206198106203,300,6.2,263.90228125,263.90228125,165.0784097237725363076110104,2027-01-31,165.0784097237725363076110104,2027-01-31,128.7215902762274636923889896,2027-01-31,2026-10-31,,,,,,2031-01-31,408.3752156813583357540139436,MATURITY_SHORTFALL,15,SRC-001;SRC-002;SRC-003,STR-008;MODERATE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-046,STR-008,$635m practical term / $15m conditional contribution / 7.5% amortization,SEVERE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,635,29.89771875,664.89771875,62.619,727.51671875,3.228471664433044589605225788,3.228471664433044589605225788,3.11753017053926441351888668,pending_information_diagnostic_only,7.5,47.625,226.21875,0,280.8964775814028611975909788,300,6.2,263.90228125,263.90228125,0,2027-07-31,0,2027-07-31,293.8,2027-07-31,2026-10-31,2026-11-30,2027-07-31,2027-07-31,2027-12-31,CASH_INTEREST,2031-01-31,604.2580066325874107610893045,MANDATORY_PAYMENT_FAILURE,15,SRC-001;SRC-002;SRC-003,STR-008;SEVERE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-047,STR-008,$635m practical term / $15m conditional contribution / 7.5% amortization,MODERATE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,635,29.89771875,664.89771875,62.619,727.51671875,3.228471664433044589605225788,3.228471664433044589605225788,3.11753017053926441351888668,pending_information_diagnostic_only,7.5,47.625,238.125,11.82537793839389750155620473,196.4721429497457906177804242,300,6.2,263.90228125,263.90228125,168.9369195595643777983048346,2027-01-31,168.9369195595643777983048346,2027-01-31,124.8630804404356222016951654,2027-01-31,2026-10-31,,,,,,2031-01-31,381.132575375899205751983747,MATURITY_SHORTFALL,15,SRC-001;SRC-002;SRC-003,STR-008;MODERATE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-048,STR-008,$635m practical term / $15m conditional contribution / 7.5% amortization,SEVERE_MITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,635,29.89771875,664.89771875,62.619,727.51671875,3.228471664433044589605225788,3.228471664433044589605225788,3.11753017053926441351888668,pending_information_diagnostic_only,7.5,47.625,234.5377852328330875366428187,0,284.0813019862362880710616333,300,6.2,263.90228125,263.90228125,0,2027-11-30,0,2027-11-30,293.8,2027-11-30,2026-10-31,2027-01-31,2027-11-30,2027-11-30,2028-01-31,SCHEDULED_TERM_PRINCIPAL,2031-01-31,554.7181887062255298848742767,MANDATORY_PAYMENT_FAILURE,15,SRC-001;SRC-002;SRC-003,STR-008;SEVERE_MITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-049,STR-008,$635m practical term / $15m conditional contribution / 7.5% amortization,MODERATE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,635,29.89771875,664.89771875,62.619,727.51671875,3.228471664433044589605225788,3.228471664433044589605225788,3.11753017053926441351888668,pending_information_diagnostic_only,7.5,47.625,238.125,0,198.8075556851640665354385231,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,110.3219000040863350205739464,2026-08-31,2026-10-31,2026-11-30,2026-11-30,,,,2031-01-31,396.875,LIQUIDITY_FAILURE,15,SRC-001;SRC-002;SRC-003,STR-008;MODERATE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-050,STR-008,$635m practical term / $15m conditional contribution / 7.5% amortization,SEVERE_NO_WAIVER,inherited_phase6_analytical_shutoff_sensitivity,635,29.89771875,664.89771875,62.619,727.51671875,3.228471664433044589605225788,3.228471664433044589605225788,3.11753017053926441351888668,pending_information_diagnostic_only,7.5,47.625,210.9625114241254522906505265,0,250.9337995998359810171399433,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,239.692854324166297491757323,2026-09-30,2026-10-31,2026-11-30,2026-11-30,,2027-02-28,CASH_INTEREST,2031-01-31,538.0405130076034975619242322,MANDATORY_PAYMENT_FAILURE,15,SRC-001;SRC-002;SRC-003,STR-008;SEVERE_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-051,STR-008,$635m practical term / $15m conditional contribution / 7.5% amortization,MODERATE_PHASE7_COVENANT_NO_WAIVER,phase7_covenant_linked_no_waiver_recalculation,635,29.89771875,664.89771875,62.619,727.51671875,3.228471664433044589605225788,3.228471664433044589605225788,3.11753017053926441351888668,pending_information_diagnostic_only,7.5,47.625,238.125,0,198.8075556851640665354385231,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,110.3219000040863350205739464,2026-08-31,2026-10-31,2026-11-30,2026-11-30,,,,2031-01-31,396.875,LIQUIDITY_FAILURE,15,SRC-001;SRC-002;SRC-003,STR-008;MODERATE_PHASE7_COVENANT_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-052,STR-008,$635m practical term / $15m conditional contribution / 7.5% amortization,SEVERE_PHASE7_COVENANT_NO_WAIVER,phase7_covenant_linked_no_waiver_recalculation,635,29.89771875,664.89771875,62.619,727.51671875,3.228471664433044589605225788,3.228471664433044589605225788,3.11753017053926441351888668,pending_information_diagnostic_only,7.5,47.625,210.9625114241254522906505265,0,250.9337995998359810171399433,300,6.2,263.90228125,263.90228125,0,2026-11-30,0,2026-11-30,239.692854324166297491757323,2026-09-30,2026-10-31,2026-11-30,2026-11-30,,2027-02-28,CASH_INTEREST,2031-01-31,538.0405130076034975619242322,MANDATORY_PAYMENT_FAILURE,15,SRC-001;SRC-002;SRC-003,STR-008;SEVERE_PHASE7_COVENANT_NO_WAIVER;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"The $15m non-debt source is a closing condition, not an assumption that book or foreign cash is accessible, and it may not consume the separate $25m operating cash floor. Unused term commitment is not treated as delayed-draw availability. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-053,STR-009,Exact 3.25x analytical total-funded-debt boundary / 7.5% amortization,BASE,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,639.85128125,29.89771875,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,47.98884609375,239.94423046875,54.69526297140684990191040145,169.0348389457612608610942436,300,6.2,263.90228125,263.90228125,270.3147117092482193185161634,2026-02-28,263.90228125,OPENING_POSITION,29.89771875,OPENING_POSITION,,,,,,,2031-01-31,331.2800789661989574797043144,MATURITY_SHORTFALL,10.14871875,SRC-001;SRC-002;SRC-003,STR-009;BASE;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Closing exactly at 3.25x activates the inclusive analyst warning but does not breach the proposed 3.50x covenant. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-054,STR-009,Exact 3.25x analytical total-funded-debt boundary / 7.5% amortization,MODERATE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,639.85128125,29.89771875,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,47.98884609375,239.94423046875,0,201.9351308840636845540410741,300,6.2,263.90228125,263.90228125,164.3330627306628578440216341,2027-01-31,164.3330627306628578440216341,2027-01-31,129.4669372693371421559783659,2027-01-31,2026-10-31,,,,,,2031-01-31,415.196844560217099688244397,MATURITY_SHORTFALL,10.14871875,SRC-001;SRC-002;SRC-003,STR-009;MODERATE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Closing exactly at 3.25x activates the inclusive analyst warning but does not breach the proposed 3.50x covenant. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
P7SC-055,STR-009,Exact 3.25x analytical total-funded-debt boundary / 7.5% amortization,SEVERE_UNMITIGATED,phase6_operating_case_with_continued_draw_or_waiver_sensitivity,639.85128125,29.89771875,669.749,62.619,732.368,3.25,3.25,3.139058506106219823913660892,pending_information_diagnostic_only,7.5,47.98884609375,227.9470189453125,0,282.6115059289561458711663124,300,6.2,263.90228125,263.90228125,0,2027-07-31,0,2027-07-31,293.8,2027-07-31,2026-10-31,2026-11-30,2027-07-31,2027-07-31,2027-11-30,RETAINED_MANDATORY_OBLIGATION,2031-01-31,609.4043976528708957887529429,MANDATORY_PAYMENT_FAILURE,10.14871875,SRC-001;SRC-002;SRC-003,STR-009;SEVERE_UNMITIGATED;P6R-001:P6R-014,formula_calculated_structure_scenario_comparison,owner_reviewed,"Closing exactly at 3.25x activates the inclusive analyst warning but does not breach the proposed 3.50x covenant. Uses unchanged Phase 6 operating cases and payment ordering. Actual payoff, fees, accessible cash, pricing, legal terms, and refinancing at maturity remain unresolved. A lower debt balance caused by curtailed drawings or unpaid obligations is not improved performance."
