headroom_id,test_id,scenario_id,period_end,framework,metric,actual,threshold,ratio_or_amount_headroom,debt_headroom,break_even_ebitda,earnings_cushion,units,status,formula,source_ids,upstream_ids,review_status,limitations
P7H-00153,P7CT-0039,MODERATE_UNMITIGATED,2030-07-31,proposed_contractual,gross_funded_leverage,2.239259657363293109435483122,3,0.760740342636706890564516878,169.0768442873266645811204972,165.8940793975614956509924183,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0039,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00154,P7CT-0039,MODERATE_UNMITIGATED,2030-07-31,proposed_contractual,cash_interest_coverage,7.140444729240884147401643736,3,4.140444729240884147401643736,,,128.8752187205078927882376229,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0039,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00155,P7CT-0039,MODERATE_UNMITIGATED,2030-07-31,proposed_contractual,usable_liquidity,279.424261807315513047022745,50,229.424261807315513047022745,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0039,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00156,P7CT-0039,MODERATE_UNMITIGATED,2030-07-31,analyst_warning,analyst_leverage_warning,2.239259657363293109435483122,2.75,0.510740342636706890564516878,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0039,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00157,P7CT-0040,MODERATE_UNMITIGATED,2030-10-31,proposed_contractual,gross_funded_leverage,2.130475963829844289529531056,3,0.869524036170155710470468944,193.252964115403017639439124,157.8337795008611658369719581,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0040,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00158,P7CT-0040,MODERATE_UNMITIGATED,2030-10-31,proposed_contractual,cash_interest_coverage,7.420152885768660147458403876,3,4.420152885768660147458403876,,,132.3942152399584121405806823,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0040,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00159,P7CT-0040,MODERATE_UNMITIGATED,2030-10-31,proposed_contractual,usable_liquidity,291.6989114974165024890841256,50,241.6989114974165024890841256,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0040,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00160,P7CT-0040,MODERATE_UNMITIGATED,2030-10-31,analyst_warning,analyst_leverage_warning,2.130475963829844289529531056,2.75,0.619524036170155710470468944,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0040,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00161,P7CT-0041,SEVERE_UNMITIGATED,2026-01-31,proposed_contractual,gross_funded_leverage,3.228471664433044589605225788,3.5,0.271528335566955410394774212,61.18728125,207.8619196428571428571428571,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0041,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00162,P7CT-0041,SEVERE_UNMITIGATED,2026-01-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0041,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00163,P7CT-0041,SEVERE_UNMITIGATED,2026-01-31,proposed_contractual,usable_liquidity,263.90228125,50,213.90228125,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0041,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00164,P7CT-0041,SEVERE_UNMITIGATED,2026-01-31,analyst_warning,analyst_leverage_warning,3.228471664433044589605225788,3.25,0.021528335566955410394774212,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0041,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00165,P7CT-0042,SEVERE_UNMITIGATED,2026-04-30,proposed_contractual,gross_funded_leverage,N/D,3.5,N/D,N/D,261.8250306300468676231019312,,turns,not_determinable,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0042,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00166,P7CT-0042,SEVERE_UNMITIGATED,2026-04-30,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0042,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00167,P7CT-0042,SEVERE_UNMITIGATED,2026-04-30,proposed_contractual,usable_liquidity,63.1251427948359633191432408,50,13.1251427948359633191432408,,,,USD_millions,warning,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0042,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00168,P7CT-0042,SEVERE_UNMITIGATED,2026-04-30,analyst_warning,analyst_leverage_warning,N/D,3.25,N/D,,,,turns,not_determinable,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0042,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00169,P7CT-0043,SEVERE_UNMITIGATED,2026-07-31,proposed_contractual,gross_funded_leverage,N/D,3.5,N/D,N/D,259.5581749934793351533372518,,turns,not_determinable,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0043,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00170,P7CT-0043,SEVERE_UNMITIGATED,2026-07-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0043,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00171,P7CT-0043,SEVERE_UNMITIGATED,2026-07-31,proposed_contractual,usable_liquidity,59.1528875228223269633196187,50,9.1528875228223269633196187,,,,USD_millions,warning,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0043,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00172,P7CT-0043,SEVERE_UNMITIGATED,2026-07-31,analyst_warning,analyst_leverage_warning,N/D,3.25,N/D,,,,turns,not_determinable,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0043,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00173,P7CT-0044,SEVERE_UNMITIGATED,2026-10-31,proposed_contractual,gross_funded_leverage,6.085032837308540174682076325,3.5,-2.585032837308540174682076325,-382.3628221311592658343106473,257.1606270034907102520868295,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0044,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00174,P7CT-0044,SEVERE_UNMITIGATED,2026-10-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0044,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00175,P7CT-0044,SEVERE_UNMITIGATED,2026-10-31,proposed_contractual,usable_liquidity,55.6380554877825141176960967,50,5.6380554877825141176960967,,,,USD_millions,warning,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0044,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00176,P7CT-0044,SEVERE_UNMITIGATED,2026-10-31,analyst_warning,analyst_leverage_warning,6.085032837308540174682076325,3.25,-2.835032837308540174682076325,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0044,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00177,P7CT-0045,SEVERE_UNMITIGATED,2027-01-31,proposed_contractual,gross_funded_leverage,6.991657019500788217956342007,3.5,-3.491657019500788217956342007,-455.16859396692308445807086,260.4070770731195201031656246,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0045,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00178,P7CT-0045,SEVERE_UNMITIGATED,2027-01-31,proposed_contractual,cash_interest_coverage,1.856217346560380145864229925,3,-1.143782653439619854135770075,,,-80.3258612174249509902397187,turns,breached,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0045,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00179,P7CT-0045,SEVERE_UNMITIGATED,2027-01-31,proposed_contractual,usable_liquidity,32.3692302440816796389203138,50,-17.6307697559183203610796862,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0045,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00180,P7CT-0045,SEVERE_UNMITIGATED,2027-01-31,analyst_warning,analyst_leverage_warning,6.991657019500788217956342007,3.25,-3.741657019500788217956342007,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0045,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00181,P7CT-0046,SEVERE_UNMITIGATED,2027-04-30,proposed_contractual,gross_funded_leverage,7.020658713702091058961565452,3.5,-3.520658713702091058961565452,-458.9457651962959572070421218,261.4852866678382701371867658,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0046,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00182,P7CT-0046,SEVERE_UNMITIGATED,2027-04-30,proposed_contractual,cash_interest_coverage,1.78746682076793799062597412,3,-1.21253317923206200937402588,,,-88.4286676675495206475927491,turns,breached,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0046,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00183,P7CT-0046,SEVERE_UNMITIGATED,2027-04-30,proposed_contractual,usable_liquidity,16.6892466625660545198463196,50,-33.3107533374339454801536804,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0046,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00184,P7CT-0046,SEVERE_UNMITIGATED,2027-04-30,analyst_warning,analyst_leverage_warning,7.020658713702091058961565452,3.25,-3.770658713702091058961565452,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0046,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00185,P7CT-0047,SEVERE_UNMITIGATED,2027-07-31,proposed_contractual,gross_funded_leverage,7.057401459649876678831184631,3.5,-3.557401459649876678831184631,-463.732090297332531426317716,262.8518571428571428571428571,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0047,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00186,P7CT-0047,SEVERE_UNMITIGATED,2027-07-31,proposed_contractual,cash_interest_coverage,1.785915257332087817543707476,3,-1.214084742667912182456292524,,,-88.6180981027763132301200039,turns,breached,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0047,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00187,P7CT-0047,SEVERE_UNMITIGATED,2027-07-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0047,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00188,P7CT-0047,SEVERE_UNMITIGATED,2027-07-31,analyst_warning,analyst_leverage_warning,7.057401459649876678831184631,3.25,-3.807401459649876678831184631,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0047,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00189,P7CT-0048,SEVERE_UNMITIGATED,2027-10-31,proposed_contractual,gross_funded_leverage,6.966117243203929931493435938,3.5,-3.466117243203929931493435938,-451.8292145057395458427968746,259.4500714285714285714285714,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0048,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00190,P7CT-0048,SEVERE_UNMITIGATED,2027-10-31,proposed_contractual,cash_interest_coverage,1.781935137831290008599621829,3,-1.218064862168709991400378171,,,-89.1065404988708083451225192,turns,breached,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0048,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00191,P7CT-0048,SEVERE_UNMITIGATED,2027-10-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0048,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00192,P7CT-0048,SEVERE_UNMITIGATED,2027-10-31,analyst_warning,analyst_leverage_warning,6.966117243203929931493435938,3.25,-3.716117243203929931493435938,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0048,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00193,P7CT-0049,SEVERE_UNMITIGATED,2028-01-31,proposed_contractual,gross_funded_leverage,6.966136574643818685715534627,3.25,-3.716136574643818685715534627,-484.419392714299525479468124,279.4077692307692307692307692,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0049,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00194,P7CT-0049,SEVERE_UNMITIGATED,2028-01-31,proposed_contractual,cash_interest_coverage,1.783044259944765726323334852,3,-1.216955740055234273676665148,,,-88.9697794537986786336484597,turns,breached,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0049,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00195,P7CT-0049,SEVERE_UNMITIGATED,2028-01-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0049,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00196,P7CT-0049,SEVERE_UNMITIGATED,2028-01-31,analyst_warning,analyst_leverage_warning,6.966136574643818685715534627,3,-3.966136574643818685715534627,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0049,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00197,P7CT-0050,SEVERE_UNMITIGATED,2028-04-30,proposed_contractual,gross_funded_leverage,6.651723300731257362628317304,3.25,-3.401723300731257362628317304,-458.3051385131866763822087954,275.7443076923076923076923077,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0050,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00198,P7CT-0050,SEVERE_UNMITIGATED,2028-04-30,proposed_contractual,cash_interest_coverage,1.870528751630894069961382495,3,-1.129471248369105930038617505,,,-81.3516814542052569043897356,turns,breached,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0050,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00199,P7CT-0050,SEVERE_UNMITIGATED,2028-04-30,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0050,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00200,P7CT-0050,SEVERE_UNMITIGATED,2028-04-30,analyst_warning,analyst_leverage_warning,6.651723300731257362628317304,3,-3.651723300731257362628317304,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0050,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00201,P7CT-0051,SEVERE_UNMITIGATED,2028-07-31,proposed_contractual,gross_funded_leverage,6.000175670414765986881510606,3.25,-2.750175670414765986881510606,-396.4965475094603625180678453,266.1702907381545499661597492,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0051,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00202,P7CT-0051,SEVERE_UNMITIGATED,2028-07-31,proposed_contractual,cash_interest_coverage,2.068414017562808117365825854,3,-0.931585982437191882634174146,,,-64.9328473039728060887123767,turns,breached,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0051,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00203,P7CT-0051,SEVERE_UNMITIGATED,2028-07-31,proposed_contractual,usable_liquidity,19.209305100997712609980815,50,-30.790694899002287390019185,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0051,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00204,P7CT-0051,SEVERE_UNMITIGATED,2028-07-31,analyst_warning,analyst_leverage_warning,6.000175670414765986881510606,3,-3.000175670414765986881510606,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0051,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00205,P7CT-0052,SEVERE_UNMITIGATED,2028-10-31,proposed_contractual,gross_funded_leverage,5.219159099706795858428833074,3.25,-1.969159099706795858428833074,-312.3336936712508270507247553,254.7154014526482378873596357,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0052,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00206,P7CT-0052,SEVERE_UNMITIGATED,2028-10-31,proposed_contractual,cash_interest_coverage,2.402673484158016091327474747,3,-0.597326515841983908672525253,,,-39.4325687195208570490608831,turns,breached,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0052,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00207,P7CT-0052,SEVERE_UNMITIGATED,2028-10-31,proposed_contractual,usable_liquidity,44.531445278893226866081184,50,-5.468554721106773133918816,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0052,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00208,P7CT-0052,SEVERE_UNMITIGATED,2028-10-31,analyst_warning,analyst_leverage_warning,5.219159099706795858428833074,3,-2.219159099706795858428833074,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0052,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00209,P7CT-0053,SEVERE_UNMITIGATED,2029-01-31,proposed_contractual,gross_funded_leverage,4.674856038201080231713428729,3,-1.674856038201080231713428729,-288.569618717618097449656906,268.4850506021977508170268843,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0053,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00210,P7CT-0053,SEVERE_UNMITIGATED,2029-01-31,proposed_contractual,cash_interest_coverage,2.814471062299132400721280448,3,-0.185528937700867599278719552,,,-11.3576372190050842007044805,turns,breached,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0053,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00211,P7CT-0053,SEVERE_UNMITIGATED,2029-01-31,proposed_contractual,usable_liquidity,54.995098193406747548919347,50,4.995098193406747548919347,,,,USD_millions,warning,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0053,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00212,P7CT-0053,SEVERE_UNMITIGATED,2029-01-31,analyst_warning,analyst_leverage_warning,4.674856038201080231713428729,2.75,-1.924856038201080231713428729,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0053,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00213,P7CT-0054,SEVERE_UNMITIGATED,2029-04-30,proposed_contractual,gross_funded_leverage,3.937357740359501990989405758,3,-0.937357740359501990989405758,-179.8042424118745438281340274,251.7550468825812310812895433,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0054,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00214,P7CT-0054,SEVERE_UNMITIGATED,2029-04-30,proposed_contractual,cash_interest_coverage,3.438897422716532418689311089,3,0.438897422716532418689311089,,,24.4815197104996501102290886,turns,warning,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0054,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00215,P7CT-0054,SEVERE_UNMITIGATED,2029-04-30,proposed_contractual,usable_liquidity,93.2788593522563067561313702,50,43.2788593522563067561313702,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0054,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00216,P7CT-0054,SEVERE_UNMITIGATED,2029-04-30,analyst_warning,analyst_leverage_warning,3.937357740359501990989405758,2.75,-1.187357740359501990989405758,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0054,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00217,P7CT-0055,SEVERE_UNMITIGATED,2029-07-31,proposed_contractual,gross_funded_leverage,3.570611132489975022115607797,3,-0.570611132489975022115607797,-118.4917271233409994062509775,247.154822776495608724567152,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0055,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00218,P7CT-0055,SEVERE_UNMITIGATED,2029-07-31,proposed_contractual,cash_interest_coverage,4.074304202911485651394406909,3,1.074304202911485651394406909,,,54.7547262752086540364678944,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0055,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00219,P7CT-0055,SEVERE_UNMITIGATED,2029-07-31,proposed_contractual,usable_liquidity,95.1732816705131738262985441,50,45.1732816705131738262985441,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0055,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
